,Coonoor Auctions During 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coonoor Auctions During 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Feb-14,20-Feb-14,8,838433.00,363857.00,46534.60,29893.00,0.00,0.00,0.00,0.00,1278717.60,569414.00,79.11,289757.00,88.18,44284.00,95.97,25095.00,121.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,928550.00,83.88,,23-Feb-13,21-Feb-13,8,859785.00,287855.00,42807.00,33947.00,0.00,0.00,0.00,0.00,1224394.00,758055.00,97.32,271624.00,98.80,30863.00,99.05,23487.00,104.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1084029.00,97.90
1-Mar-14,27-Feb-14,9,847513.40,380080.00,39022.80,43933.00,0.00,0.00,0.00,0.00,1310549.20,554525.70,78.88,312585.00,87.52,35807.80,94.32,39407.00,101.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,942325.50,83.28,,2-Mar-13,28-Feb-13,9,757879.00,247168.50,48301.00,29679.00,0.00,0.00,0.00,0.00,1083027.50,679654.00,99.47,231502.50,101.31,38340.00,102.96,26870.00,95.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,976366.50,99.95
8-Mar-14,6-Mar-14,10,832381.50,384172.00,37115.00,35636.00,0.00,0.00,0.00,0.00,1289304.50,498681.40,77.47,277311.00,87.59,28714.20,100.90,26626.00,116.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,831332.60,82.90,,9-Mar-13,7-Mar-13,10,668202.00,213652.00,39244.00,30033.00,0.00,0.00,0.00,0.00,951131.00,648585.00,103.08,209821.00,106.51,34910.00,106.84,26960.00,106.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,920276.00,104.11
15-Mar-14,13-Mar-14,11,843857.00,366178.00,35695.60,38123.00,0.00,0.00,0.00,0.00,1283853.60,457389.00,78.10,258466.00,82.33,30372.80,97.50,30023.00,109.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,776250.80,81.50,,16-Mar-13,14-Mar-13,11,605764.00,190487.00,34334.00,20022.00,0.00,0.00,0.00,0.00,850607.00,559986.00,106.85,186461.00,110.93,28245.00,109.57,19328.00,110.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,794020.00,107.99
22-Mar-14,20-Mar-14,12,828823.00,346944.00,41619.40,39940.00,0.00,0.00,0.00,0.00,1257326.40,466758.00,73.93,254215.00,78.29,34161.80,94.31,31859.00,95.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,786993.80,77.10,,23-Mar-13,21-Mar-13,12,572483.25,209558.00,31481.00,25851.00,0.00,0.00,0.00,0.00,839373.25,445428.00,109.25,195430.00,114.25,29072.00,109.41,20641.00,109.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,690571.00,110.69
29-Mar-14,27-Mar-14,13,830344.80,371230.00,37318.80,36656.00,0.00,0.00,0.00,0.00,1275549.60,554798.80,68.53,326276.00,79.66,34030.80,101.26,33394.00,98.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,948499.60,74.59,,30-Mar-13,28-Mar-13,13,553161.00,203683.00,34253.00,21523.00,0.00,0.00,0.00,226.00,812620.00,442026.00,106.54,193520.00,115.94,28644.00,110.44,18782.00,117.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,682972.00,109.66
5-Apr-14,3-Apr-14,14,820944.00,359905.00,42604.60,43935.00,0.00,0.00,0.00,0.00,1267388.60,606072.00,68.36,246345.00,78.18,24342.80,103.09,32359.00,99.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,909118.80,73.07,,6-Apr-13,4-Apr-13,14,710057.00,245118.00,39235.00,21763.00,0.00,0.00,0.00,0.00,1016173.00,502568.00,106.53,177065.00,116.66,26260.00,111.54,16628.00,122.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,722521.00,109.56
12-Apr-14,10-Apr-14,15,833422.00,373547.50,37412.80,44691.00,0.00,0.00,0.00,0.00,1289073.30,578666.00,67.93,312241.50,77.94,30800.00,96.38,38026.00,101.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,959733.50,73.44,,13-Apr-13,11-Apr-13,15,716499.00,255136.00,50289.00,29847.00,0.00,0.00,0.00,0.00,1051771.00,484611.00,101.68,201477.00,111.99,32243.00,106.67,15851.00,118.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,734182.00,105.09
19-Apr-14,17-Apr-14,16,754034.00,370421.50,60745.80,43997.00,0.00,0.00,0.00,0.00,1229198.30,619855.50,68.64,276969.50,77.19,46927.00,94.16,30898.00,100.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,974650.00,73.32,,20-Apr-13,18-Apr-13,16,827920.00,320223.00,46703.00,34999.00,0.00,0.00,0.00,0.00,1229845.00,564665.00,100.38,249708.00,108.05,36272.00,102.97,28916.00,105.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,879561.00,102.82
26-Apr-14,25-Apr-14,17,639024.00,300389.00,40991.20,41406.00,0.00,0.00,0.00,0.00,1021810.20,600703.00,73.84,282258.00,81.12,33698.60,101.94,36806.00,104.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,953465.60,78.17,,27-Apr-13,25-Apr-13,17,911380.00,339931.00,51228.00,25581.00,0.00,0.00,0.00,0.00,1328120.00,585671.00,98.65,241132.00,105.07,38916.00,102.57,21595.00,105.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,887314.00,100.72
3-May-14,2-May-14,18,771008.50,406306.50,52040.20,44360.00,0.00,0.00,0.00,0.00,1273715.20,707157.50,78.64,332558.00,82.47,39297.40,98.07,37493.00,102.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1116505.90,81.28,,4-May-13,2-May-13,18,926923.00,341894.00,45786.00,34746.00,0.00,0.00,0.00,0.00,1349349.00,614965.00,95.29,203071.00,102.11,36368.00,101.40,23906.00,107.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,878310.00,97.45
10-May-14,8-May-14,19,681819.00,345979.50,54631.20,34944.00,0.00,0.00,0.00,0.00,1117373.70,544235.00,81.23,256827.00,81.57,28678.00,92.43,28805.00,111.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,858545.00,82.72,,11-May-13,9-May-13,19,1044749.00,384951.00,58995.80,30507.00,0.00,0.00,0.00,0.00,1519202.80,719984.00,92.54,276529.00,94.58,51912.80,96.76,24814.00,103.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1073239.80,93.53
17-May-14,15-May-14,20,746258.80,408599.50,45320.80,39121.00,0.00,0.00,0.00,0.00,1239300.10,610127.00,78.84,308844.50,79.49,39450.40,90.88,28688.00,97.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,987109.90,80.07,,18-May-13,16-May-13,20,1014614.00,353091.00,46394.80,41240.00,0.00,0.00,0.00,0.00,1455339.80,822877.00,89.48,331649.00,95.30,35390.20,98.12,36770.00,95.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1226686.20,91.50
24-May-14,22-May-14,21,691738.00,351525.50,56098.80,34844.00,0.00,0.00,0.00,0.00,1134206.30,557750.00,81.31,279862.50,78.40,39871.00,88.86,28831.00,96.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,906314.50,81.24,,25-May-13,23-May-13,21,948999.00,329811.00,49167.40,28364.00,0.00,0.00,0.00,0.00,1356341.40,867502.00,90.81,296610.00,95.78,37904.40,96.49,24655.00,104.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1226671.40,92.46
31-May-14,29-May-14,22,801189.00,407583.00,39590.80,31428.00,0.00,0.00,0.00,0.00,1279790.80,544759.00,76.99,219686.00,78.81,24222.80,87.64,27147.00,100.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,815814.80,78.57,,1-Jun-13,30-May-13,22,907307.50,340749.50,49623.40,26578.00,0.00,0.00,0.00,0.00,1324258.40,729111.00,90.76,300687.50,95.08,23845.80,93.62,21784.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1075428.30,92.22
7-Jun-14,5-Jun-14,23,878341.50,404672.80,68962.80,44605.00,0.00,0.00,0.00,0.00,1396582.10,625994.00,75.69,340937.80,74.90,58401.80,84.93,37408.00,102.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1062741.60,76.90,,8-Jun-13,6-Jun-13,23,930221.00,357412.00,49197.60,31035.00,0.00,0.00,0.00,0.00,1367865.60,619382.00,90.37,320279.00,94.35,37577.20,95.84,22323.00,101.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,999561.20,92.10
14-Jun-14,12-Jun-14,24,995798.00,492884.00,52967.60,38501.00,0.00,0.00,0.00,0.00,1580150.60,640524.00,74.90,391382.00,74.38,40948.20,86.62,33442.00,92.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1106296.20,75.68,,15-Jun-13,13-Jun-13,24,1211860.50,419820.00,49469.20,23958.00,0.00,0.00,0.00,0.00,1705107.70,1028496.50,88.67,399254.00,94.97,39260.80,94.36,17450.00,99.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1484461.30,90.65
21-Jun-14,19-Jun-14,25,1009255.50,434215.00,57106.60,43822.00,0.00,0.00,0.00,0.00,1544399.10,806365.50,75.53,322326.00,75.79,49021.40,86.83,40103.00,98.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1217815.90,76.80,,22-Jun-13,20-Jun-13,25,1251371.00,446721.50,59066.00,36904.00,0.00,0.00,0.00,0.00,1794062.50,1042732.00,89.25,421625.50,97.05,57248.40,96.04,26646.00,96.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1548251.90,91.76
28-Jun-14,26-Jun-14,26,1203229.00,543569.00,74436.60,37058.00,0.00,0.00,0.00,0.00,1858292.60,929153.00,75.15,326522.00,75.97,51108.40,86.55,31882.00,112.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1338665.40,76.66,,29-Jun-13,27-Jun-13,26,1294564.00,474655.00,51625.80,39274.00,0.00,0.00,0.00,0.00,1860118.80,1108772.00,89.76,298528.00,98.75,47613.20,97.58,28625.00,101.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1483538.20,92.04
5-Jul-14,3-Jul-14,27,1416740.50,623191.00,90606.80,51026.00,0.00,0.00,0.00,0.00,2181564.30,858436.00,72.56,506694.00,71.13,64229.40,82.30,46577.00,102.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1475936.40,73.44,,6-Jul-13,4-Jul-13,27,1406819.00,502311.00,48010.60,36019.00,0.00,0.00,0.00,0.00,1993159.60,907836.00,88.99,361056.00,95.40,37906.60,98.88,22103.00,101.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1328901.60,91.23
12-Jul-14,10-Jul-14,28,1481318.00,684754.00,86738.40,50163.00,0.00,0.00,0.00,0.00,2302973.40,812953.00,72.91,268692.00,76.66,17647.60,87.14,23976.00,113.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1123268.60,74.90,,13-Jul-13,11-Jul-13,28,1365045.00,546032.00,55472.00,41638.00,0.00,0.00,0.00,,2008187.00,904379.00,85.92,360589.00,92.36,37131.00,96.76,28525.00,98.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1330624.00,88.23
19-Jul-14,17-Jul-14,29,1471106.00,634995.00,95458.40,51281.00,0.00,0.00,0.00,0.00,2252840.40,1182664.00,65.33,531559.00,67.26,56561.00,78.99,45767.00,93.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1816551.00,67.04,,20-Jul-13,18-Jul-13,29,1408778.00,534346.50,46204.20,45925.00,0.00,0.00,0.00,0.00,2035253.70,1090413.00,83.56,349991.50,90.78,35023.00,94.36,35840.00,89.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1511267.50,85.61
26-Jul-14,24-Jul-14,30,1472571.00,695035.00,122063.80,56764.00,0.00,0.00,0.00,0.00,2346433.80,1115983.00,65.14,552828.00,64.08,78138.20,77.24,47543.00,94.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1794492.20,66.11,,27-Jul-13,25-Jul-13,30,1284690.00,465043.00,49289.40,32310.00,0.00,0.00,0.00,0.00,1831332.40,888516.00,82.44,391045.00,86.23,42865.20,92.63,29121.00,98.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1351547.20,84.21
2-Aug-14,31-Jul-14,31,1132878.00,452113.50,76229.20,42385.00,0.00,0.00,0.00,0.00,1703605.70,730939.00,65.67,366557.00,64.04,47802.00,74.52,40757.00,100.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1186055.00,66.71,,3-Aug-13,1-Aug-13,31,1293602.00,488767.00,41717.80,39557.00,0.00,0.00,0.00,0.00,1863643.80,938882.00,83.36,398870.00,88.76,34199.80,99.08,29329.00,95.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1401280.80,85.54
9-Aug-14,7-Aug-14,32,1354509.00,529417.50,66244.60,49103.00,0.00,0.00,0.00,0.00,1999274.10,919970.00,61.68,398594.00,65.43,52655.40,75.46,40236.00,100.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1411455.40,64.36,,10-Aug-13,8-Aug-13,32,1158331.00,390233.00,43288.60,31398.00,0.00,0.00,0.00,0.00,1623250.60,901118.00,82.35,327865.00,90.06,31536.20,92.97,27488.00,92.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1288007.20,84.79
16-Aug-14,14-Aug-14,33,1279585.00,474580.00,65470.20,42682.00,0.00,0.00,0.00,0.00,1862317.20,895308.00,60.49,306000.00,64.62,58013.40,77.47,33697.00,98.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1293018.40,63.21,,17-Aug-13,16-Aug-13,33,899685.00,319125.50,41302.40,28132.00,0.00,0.00,0.00,0.00,1288244.90,570645.00,81.97,285211.50,89.39,34156.60,92.33,23679.00,99.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,913692.10,85.13
23-Aug-14,21-Aug-14,34,1197662.00,428241.50,41121.80,43100.00,0.00,0.00,0.00,0.00,1710125.30,852747.00,61.17,328653.50,62.64,40223.40,81.35,38320.00,97.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1259943.90,63.30,,24-Aug-13,22-Aug-13,34,877646.00,289026.00,38145.20,27310.00,0.00,0.00,0.00,0.00,1232127.20,599432.00,80.29,258775.00,92.16,34994.80,93.20,25956.00,101.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,919157.80,84.73
30-Aug-14,28-Aug-14,35,1150658.00,475317.00,42798.80,45098.00,0.00,0.00,0.00,0.00,1713871.80,780837.00,60.82,284665.50,65.44,37196.00,83.42,34615.00,93.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1137313.50,63.70,,31-Aug-13,29-Aug-13,35,857584.00,286457.00,36723.40,26756.00,0.00,0.00,0.00,0.00,1207520.40,758551.00,82.96,252658.50,95.02,34458.40,95.27,24782.00,104.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1070449.90,86.71
6-Sep-14,4-Sep-14,36,955170.00,389518.00,48871.60,42535.00,0.00,0.00,0.00,0.00,1436094.60,733439.00,64.96,316481.00,67.96,30332.20,86.23,29121.00,100.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1109373.20,67.32,,7-Sep-13,5-Sep-13,36,863631.00,291988.00,31139.00,23527.00,0.00,0.00,0.00,0.00,1210285.00,653759.00,82.61,236455.00,95.86,29067.80,97.72,20851.00,110.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,940132.80,87.02
13-Sep-14,11-Sep-14,37,852989.00,372252.50,42856.60,48883.00,0.00,0.00,0.00,0.00,1316981.10,683161.00,68.19,300893.50,72.50,31654.80,91.34,34544.00,96.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050253.30,71.07,,14-Sep-13,12-Sep-13,37,865183.00,337951.00,32293.20,24262.00,0.00,0.00,0.00,0.00,1259689.20,652530.00,83.61,260059.00,96.99,30667.40,99.15,22069.00,108.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,965325.40,88.28
20-Sep-14,18-Sep-14,38,787303.00,345442.00,40506.20,52432.00,0.00,0.00,0.00,0.00,1225683.20,708172.00,72.01,303526.50,77.81,37401.20,92.68,35549.00,100.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1084648.70,75.29,,21-Sep-13,19-Sep-13,38,835118.00,311858.00,32413.60,19397.00,0.00,0.00,0.00,0.00,1198786.60,658287.00,83.66,257738.00,97.11,27040.80,96.46,19189.00,107.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,962254.80,88.11
27-Sep-14,25-Sep-14,39,880025.00,402902.50,62512.80,59410.00,0.00,0.00,0.00,0.00,1404850.30,681910.00,74.20,313976.00,79.36,49398.20,86.73,41733.00,93.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1087017.20,77.00,,28-Sep-13,26-Sep-13,39,1011562.00,418018.50,38152.40,29725.00,0.00,0.00,0.00,0.00,1497457.90,712643.00,83.98,282028.50,96.22,37934.80,105.96,25150.00,107.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1057756.30,88.59
4-Oct-14,3-Oct-14,40,983002.00,442243.50,58646.40,69903.00,0.00,0.00,0.00,0.00,1553794.90,672012.00,73.12,288255.00,81.06,22199.60,87.67,44623.00,89.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1027089.60,76.39,,5-Oct-13,3-Oct-13,40,1085917.00,440774.50,40120.60,25575.00,0.00,0.00,0.00,0.00,1592387.10,670561.00,82.51,303391.50,92.88,33551.20,104.66,21705.00,110.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1029208.70,86.89
11-Oct-14,9-Oct-14,41,1141250.00,501318.00,51575.20,62505.00,0.00,0.00,0.00,0.00,1756648.20,800434.00,70.60,298612.00,76.78,32390.60,93.10,21768.00,108.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1153204.60,73.56,,12-Oct-13,10-Oct-13,41,1192568.00,522138.00,43140.60,35026.00,0.00,0.00,0.00,0.00,1792872.60,614642.00,79.57,417347.00,89.99,33737.00,102.80,26319.00,110.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1092045.00,85.01
18-Oct-14,16-Oct-14,42,1135479.50,528919.50,68393.60,60479.00,0.00,0.00,0.00,0.00,1793271.60,740204.50,69.67,326702.00,68.52,50471.20,90.76,37685.00,84.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1155062.70,70.74,,19-Oct-13,17-Oct-13,42,1257700.00,509937.00,45244.00,30810.00,0.00,0.00,0.00,0.00,1843691.00,774614.00,75.50,184430.00,91.36,34034.20,100.42,24872.00,111.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1017950.20,80.08
25-Oct-14,24-Oct-14,43,1110268.00,492785.50,57456.20,63150.00,0.00,0.00,0.00,0.00,1723659.70,718794.00,64.07,313070.50,66.11,42042.80,80.11,38905.00,77.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1112812.30,65.71,,26-Oct-13,24-Oct-13,43,1164323.00,459734.50,37957.80,38761.00,0.00,0.00,0.00,0.00,1700776.30,761827.00,73.64,270149.50,83.81,35269.20,101.52,28991.00,112.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1096236.70,78.07
1-Nov-14,30-Oct-14,44,1338604.00,650767.50,62784.40,71866.00,0.00,0.00,0.00,0.00,2124021.90,829937.00,61.84,411025.00,64.11,47038.60,73.87,43682.00,87.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1331682.60,63.81,,2-Nov-13,31-Oct-13,44,1276687.00,588565.00,42447.80,35676.00,0.00,0.00,0.00,0.00,1943375.80,918555.00,70.83,229530.00,80.16,39539.80,102.58,31530.00,109.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1219154.80,74.62
8-Nov-14,6-Nov-14,45,1015116.00,438311.00,39317.00,56963.00,0.00,0.00,0.00,0.00,1549707.00,737772.00,60.95,261415.50,63.84,27857.60,84.33,35634.00,91.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1062679.10,63.31,,9-Nov-13,7-Nov-13,45,1259785.00,584738.50,39212.00,40534.00,0.00,0.00,0.00,0.00,1924269.50,1002376.00,69.18,429629.50,75.65,28736.60,93.80,34144.00,96.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1494886.10,72.13
15-Nov-14,13-Nov-14,46,1145364.00,539665.50,64033.40,52221.00,0.00,0.00,0.00,0.00,1801283.90,751777.00,59.12,414164.50,60.96,37158.40,76.33,37102.00,96.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1240201.90,61.37,,16-Nov-13,14-Nov-13,46,1065092.00,547225.50,34458.20,34638.00,0.00,0.00,0.00,0.00,1681413.70,994545.00,71.66,502027.00,78.02,31501.20,98.34,23597.00,109.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1551670.20,74.84
