,,Kolkata Auctions During 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kolkata Auctions During 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,,,,Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,
,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Kangra Dust,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Kangra Dust,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,,,,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,
,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2017,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2017,Avg Price 2017,,,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2016,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2016,Avg Price 2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Oct-17,10-Oct-17,41,3991560.45,1411613.70,1069293.15,105292.10,0.00,0.00,0.00,0.00,0.00,0.00,6577759.40,3114551.05,155.79,1282991.40,174.37,819726.60,213.44,75338.00,111.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5292607.05,168.59,,15-Oct-16,,41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21-Oct-17,17-Oct-17,42,2880011.26,1029422.85,923823.51,79546.80,0.00,0.00,0.00,0.00,0.00,0.00,4912804.42,2214917.66,151.25,963930.90,179.83,742026.21,217.93,54332.60,112.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3975207.37,170.10,,22-Oct-16,19-Oct-16,42,3646792.30,1486768.50,942662.30,62824.40,0.00,150601.10,0.00,0.00,0.00,6289648.60,2632236.80,146.65,1259313.50,153.30,811022.10,212.47,59034.80,122.69,0.00,0.00,67340.90,290.05,0.00,0.00,0.00,0.00,0.00,0.00,4828948.10,161.15
28-Oct-17,25-Oct-17,43,3849064.69,1501248.20,1298166.20,88147.50,0.00,0.00,8665.40,0.00,0.00,0.00,6745291.99,2756637.66,153.58,1282062.90,173.88,1054758.40,212.74,71399.90,113.55,0.00,0.00,0.00,0.00,7250.80,730.03,0.00,0.00,0.00,0.00,0.00,0.00,5172109.66,170.93,,29-Oct-16,25-Oct-16,43,3487116.40,1368243.10,826205.80,54525.30,0.00,128876.80,0.00,0.00,0.00,5864967.40,2379497.17,146.16,1168205.90,151.29,688037.80,211.46,52898.90,122.74,0.00,0.00,76843.60,244.51,0.00,0.00,0.00,0.00,0.00,0.00,4365483.37,159.27
4-Nov-17,1-Nov-17,44,3552859.30,1405248.60,869236.76,94413.70,0.00,0.00,3863.40,0.00,0.00,0.00,5925621.76,2566276.10,156.42,1126839.30,167.73,705553.56,211.05,67277.00,106.25,0.00,0.00,0.00,0.00,2769.40,591.01,0.00,0.00,0.00,0.00,0.00,0.00,4468715.36,167.41,,5-Nov-16,2-Nov-16,44,3554793.04,1261192.75,789051.00,33652.60,0.00,98656.60,0.00,0.00,0.00,5737345.99,2660776.74,148.83,1047793.05,155.05,687249.70,210.83,31961.00,122.23,0.00,0.00,58743.80,235.71,0.00,0.00,0.00,0.00,0.00,0.00,4486524.29,160.73
11-Nov-17,8-Nov-17,45,3747306.55,1240834.90,1152776.37,89486.60,0.00,0.00,14086.80,0.00,0.00,0.00,6244491.22,2580049.85,155.03,1046588.20,174.02,923577.49,222.54,59964.20,106.27,0.00,0.00,0.00,0.00,11768.20,677.59,0.00,0.00,0.00,0.00,0.00,0.00,4621947.94,173.52,,12-Nov-16,9-Nov-16,45,3931937.34,1435333.10,885923.85,66369.80,0.00,134364.52,0.00,0.00,0.00,6453928.61,3016251.34,150.15,1244836.30,159.16,780442.05,209.80,59997.60,123.92,0.00,0.00,104414.42,279.96,0.00,0.00,0.00,0.00,0.00,0.00,5205941.71,163.55
18-Nov-17,15-Nov-17,46,3811266.75,1219258.80,1023059.70,78356.60,0.00,0.00,15165.00,0.00,0.00,0.00,6147106.85,2701481.75,153.53,1073404.25,171.38,821363.55,216.84,60431.00,115.07,0.00,0.00,0.00,0.00,9546.40,628.20,0.00,0.00,0.00,0.00,0.00,0.00,4666226.95,169.25,,19-Nov-16,16-Nov-16,46,3421239.98,1295452.35,655980.20,45510.50,0.00,97682.70,0.00,0.00,0.00,5515865.73,2323998.73,153.44,1092462.95,158.38,579545.30,205.86,43523.10,120.54,0.00,0.00,73566.10,282.66,0.00,0.00,0.00,0.00,0.00,0.00,4113096.18,164.10
25-Nov-17,21-Nov-17,47,4069998.96,1226015.20,1002373.40,101544.80,0.00,0.00,12680.20,0.00,0.00,0.00,6412612.56,2791224.41,154.99,1072593.00,174.57,730568.85,209.77,80465.20,115.62,0.00,0.00,0.00,0.00,8586.20,549.78,0.00,0.00,0.00,0.00,0.00,0.00,4683437.66,168.06,,26-Nov-16,22-Nov-16,47,3397707.75,1260222.50,653695.70,32946.80,0.00,73021.94,0.00,0.00,0.00,5417594.69,2463119.85,154.40,1003039.20,156.89,585223.80,210.94,29594.60,120.43,0.00,0.00,49953.14,285.20,0.00,0.00,0.00,0.00,0.00,0.00,4130930.59,164.35
2-Dec-17,28-Nov-17,48,4087825.25,1338397.40,884319.10,93805.40,0.00,0.00,32169.20,0.00,0.00,0.00,6436516.35,3142921.15,151.81,1177805.50,175.72,631894.30,210.64,62710.00,111.74,0.00,0.00,0.00,0.00,17933.10,479.11,0.00,0.00,0.00,0.00,0.00,0.00,5033264.05,165.46,,3-Dec-16,29-Nov-16,48,3445847.21,1246417.68,747054.70,74563.30,0.00,76068.10,0.00,0.00,0.00,5589950.99,2643695.54,151.82,1081819.28,155.01,641676.90,212.44,70949.50,115.77,0.00,0.00,62550.20,267.20,0.00,0.00,0.00,0.00,0.00,0.00,4500691.42,162.27
9-Dec-17,5-Dec-17,49,4226637.00,1117310.04,979653.68,98356.90,0.00,0.00,26712.20,0.00,0.00,0.00,6448669.82,3145919.60,153.86,988367.34,174.78,694790.28,209.95,89242.90,112.21,0.00,0.00,0.00,0.00,17208.80,458.00,0.00,0.00,0.00,0.00,0.00,0.00,4935528.92,166.25,,10-Dec-16,6-Dec-16,49,3379108.22,1212061.12,777215.10,48008.60,0.00,69930.90,0.00,0.00,0.00,5486323.94,2488431.80,149.45,1020289.22,147.04,627407.00,212.96,43719.00,116.38,0.00,0.00,56429.50,281.44,0.00,0.00,0.00,0.00,0.00,0.00,4236276.52,159.70
16-Dec-17,12-Dec-17,50,3897686.50,1353207.93,897517.02,80811.40,0.00,0.00,22651.40,0.00,0.00,0.00,6251874.25,2808052.50,151.25,1155494.63,168.51,552372.52,197.22,65876.00,113.09,0.00,0.00,0.00,0.00,15152.00,415.55,0.00,0.00,0.00,0.00,0.00,0.00,4596947.65,161.44,,17-Dec-16,13-Dec-16,50,3548307.03,1198562.90,866504.90,32655.80,0.00,90476.88,0.00,0.00,0.00,5736507.51,2356742.65,147.96,936870.50,151.61,703406.90,207.85,30106.20,112.74,0.00,0.00,70847.80,287.24,0.00,0.00,0.00,0.00,0.00,0.00,4097974.05,161.22
23-Dec-17,19-Dec-17,51,4110951.32,1236743.15,962670.50,79254.20,0.00,0.00,15274.30,0.00,0.00,0.00,6404893.47,3038406.22,145.18,977969.15,157.84,669405.40,194.82,75378.60,113.27,0.00,0.00,0.00,0.00,9865.70,314.12,0.00,0.00,0.00,0.00,0.00,0.00,4771025.07,154.59,,24-Dec-16,20-Dec-16,51,3623283.80,1206912.60,948672.80,59606.60,0.00,91097.50,0.00,0.00,0.00,5929573.30,2461526.35,145.69,938681.10,144.70,724712.30,207.34,56479.20,112.84,0.00,0.00,68701.10,258.44,0.00,0.00,0.00,0.00,0.00,0.00,4250100.05,157.37
30-Dec-17,26-Dec-17,52,3804343.83,1315468.00,891194.70,99889.70,0.00,0.00,16455.10,0.00,0.00,0.00,6127351.33,2654808.43,148.59,1060260.05,154.06,526716.40,189.72,87093.00,107.41,0.00,0.00,0.00,0.00,10502.90,297.03,0.00,0.00,0.00,0.00,0.00,0.00,4339380.78,154.45,,31-Dec-16,,52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
