,,Kolkata Auctions During 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kolkata Auctions During 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,,,,Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,,
,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Kangra Dust,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Kangra Dust,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,,,,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Kangra Dust,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Kangra Dust,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,
,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2018,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2018,Avg Price 2018,,,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2017,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2017,Avg Price 2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Jan-18,2-Jan-18,1,3454836.31,1169586.50,790048.95,73922.70,0.00,0.00,24202.00,0.00,0.00,0.00,5512596.46,2448501.05,140.91,922926.90,152.51,489774.30,188.26,68928.90,108.19,0.00,0.00,0.00,0.00,17302.80,216.49,0.00,0.00,0.00,0.00,0.00,0.00,3947433.95,149.26,,7-Jan-17,3-Jan-17,1,3431938.29,1268010.50,896148.68,38862.60,0.00,0.00,79376.20,0.00,0.00,0.00,5714336.27,2523395.88,143.24,995781.50,140.20,659803.38,204.56,32895.80,108.58,0.00,0.00,0.00,0.00,59666.20,266.88,0.00,0.00,0.00,0.00,0.00,0.00,4271542.76,153.46
13-Jan-18,9-Jan-18,2,2969224.00,0.00,609954.60,0.00,0.00,0.00,16872.10,0.00,0.00,0.00,3596050.70,2020210.80,134.16,0.00,0.00,497203.90,170.04,0.00,0.00,0.00,0.00,0.00,0.00,7692.40,292.64,0.00,0.00,0.00,0.00,0.00,0.00,2525107.10,141.71,,14-Jan-17,10-Jan-17,2,3395765.93,1058118.60,765195.90,28978.50,0.00,0.00,55682.50,0.00,0.00,0.00,5303741.43,2164947.50,136.50,795014.30,140.86,551906.60,183.61,25779.50,108.33,0.00,0.00,0.00,0.00,44221.70,202.82,0.00,0.00,0.00,0.00,0.00,0.00,3581869.60,145.34
20-Jan-18,15-Jan-18,"2,3",4244320.89,1124450.40,688902.20,66177.70,0.00,0.00,14171.00,0.00,0.00,0.00,6138022.19,2805467.68,129.69,899639.20,137.90,560776.60,163.12,61128.10,105.25,0.00,0.00,0.00,0.00,7607.70,304.58,0.00,0.00,0.00,0.00,0.00,0.00,4334619.28,135.68,,21-Jan-17,17-Jan-17,3,3397876.66,1048581.60,654696.10,51173.70,0.00,0.00,56508.90,0.00,0.00,0.00,5208836.96,2146939.31,138.93,756451.10,140.96,491549.10,173.02,47276.90,108.04,0.00,0.00,0.00,0.00,47587.10,184.45,0.00,0.00,0.00,0.00,0.00,0.00,3489803.51,144.37
27-Jan-18,24-Jan-18,3,0.00,1385276.07,0.00,65783.20,0.00,0.00,0.00,0.00,0.00,0.00,1451059.27,0.00,0.00,1028474.67,132.03,0.00,0.00,50145.00,98.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1078619.67,130.46,,28-Jan-17,24-Jan-17,4,2588153.05,906812.70,984701.80,32896.40,0.00,0.00,44348.40,0.00,0.00,0.00,4556912.35,1822337.99,130.74,681603.30,134.65,687739.80,164.13,30082.60,108.72,0.00,0.00,0.00,0.00,33584.40,176.71,0.00,0.00,0.00,0.00,0.00,0.00,3255348.09,138.89
3-Feb-18,30-Jan-18,4,2432991.92,1026278.00,801498.40,48100.80,0.00,0.00,15488.30,0.00,0.00,0.00,4324357.42,1596869.18,124.11,810683.85,124.74,636138.20,159.00,42154.80,93.16,0.00,0.00,0.00,0.00,5624.90,220.45,0.00,0.00,0.00,0.00,0.00,0.00,3091470.93,131.21,,4-Feb-17,31-Jan-17,5,3424078.00,1182776.10,815779.90,30866.20,0.00,0.00,34120.90,0.00,0.00,0.00,5487621.10,2232844.40,128.97,860286.40,130.52,643468.20,167.07,26189.60,106.86,0.00,0.00,0.00,0.00,26966.70,187.78,0.00,0.00,0.00,0.00,0.00,0.00,3789755.30,136.06
10-Feb-18,6-Feb-18,6,2904013.89,938212.53,666911.40,55042.60,0.00,0.00,20859.00,0.00,0.00,0.00,4585039.42,1861249.60,119.28,712303.82,120.29,543761.40,146.01,44040.60,90.87,0.00,0.00,0.00,0.00,5818.80,210.74,0.00,0.00,0.00,0.00,0.00,0.00,3167174.22,123.87,,11-Feb-17,8-Feb-17,6,3915061.08,1250294.17,498217.90,45964.20,0.00,0.00,31325.60,0.00,0.00,0.00,5740862.95,2681518.15,124.01,944554.27,123.51,416967.30,158.77,42755.60,111.48,0.00,0.00,0.00,0.00,21659.60,168.84,0.00,0.00,0.00,0.00,0.00,0.00,4107454.92,127.53
