,,Kolkata Auctions During 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kolkata Auctions During 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,,Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,
,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,,,,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,
,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2016,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2016,Avg Price 2016,,,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2015,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2015,Avg Price 2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Jul-16,8-Jul-16,27,2359359.95,1178830.10,654754.90,30898.30,0.00,73168.21,0.00,0.00,0.00,4297011.46,1835077.46,163.79,916830.30,165.08,519571.80,240.19,29297.50,139.27,0.00,0.00,49513.01,499.99,0.00,0.00,0.00,0.00,0.00,0.00,3350290.07,180.75,,11-Jul-15,7-Jul-15,27,2117160.66,972019.25,323767.40,36766.65,0.00,0.00,0.00,0.00,0.00,3449713.96,1436280.94,158.25,725029.20,176.59,286856.60,230.64,31994.30,126.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2480161.04,171.57
16-Jul-16,13-Jul-16,28,2318745.89,1090642.70,613534.50,38030.30,0.00,92128.90,0.00,0.00,0.00,4153082.29,1738568.71,169.68,859641.20,176.47,471844.80,241.26,33451.10,138.69,0.00,0.00,50588.50,491.50,0.00,0.00,0.00,0.00,0.00,0.00,3154094.31,187.07,,18-Jul-15,16-Jul-15,28,2098352.24,984477.05,442880.70,48484.40,0.00,0.00,0.00,0.00,0.00,3574194.39,1474608.44,163.37,762024.00,183.36,399971.60,245.78,35542.10,115.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2672146.14,180.77
23-Jul-16,19-Jul-16,29,2855530.65,1252078.80,676780.80,35296.80,0.00,119288.30,0.00,0.00,0.00,4938975.35,2027035.57,161.60,962743.60,165.34,510695.60,239.51,30276.80,136.08,0.00,0.00,94155.30,412.35,0.00,0.00,0.00,0.00,0.00,0.00,3624906.87,179.87,,25-Jul-15,23-Jul-15,29,1991515.60,983394.19,418648.76,39734.15,0.00,0.00,0.00,0.00,0.00,3433292.70,1348190.47,166.63,720002.39,175.57,372393.46,260.86,28823.00,124.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2469409.32,182.96
30-Jul-16,26-Jul-16,30,2507038.14,1213944.00,677713.16,25798.80,0.00,132340.60,0.00,0.00,0.00,4556834.70,1797751.86,159.61,963238.50,159.66,544951.26,239.23,25798.80,137.69,0.00,0.00,88396.30,385.22,0.00,0.00,0.00,0.00,0.00,0.00,3420136.72,177.98,,1-Aug-15,28-Jul-15,30,2106598.20,1034156.38,475268.15,35304.25,0.00,0.00,0.00,0.00,0.00,3651326.98,1588857.51,166.28,820458.23,177.45,401330.45,253.46,32013.25,121.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2842659.44,181.31
6-Aug-16,2-Aug-16,31,3134993.60,1346881.60,767590.00,32105.10,0.00,129746.60,0.00,0.00,0.00,5411316.90,2175903.60,159.76,1060367.20,159.54,650695.90,232.94,31623.70,129.70,0.00,0.00,88314.90,359.35,0.00,0.00,0.00,0.00,0.00,0.00,4006905.30,175.75,,8-Aug-15,4-Aug-15,31,2380133.75,1107938.40,509992.90,47375.65,0.00,0.00,0.00,0.00,0.00,4045440.70,1877682.66,159.31,823597.05,175.77,408988.70,257.62,38387.10,120.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3148655.51,175.91
13-Aug-16,9-Aug-16,32,2880247.88,1277677.10,654905.70,25239.00,0.00,109796.10,0.00,0.00,0.00,4947865.78,2086277.26,159.36,848874.10,156.48,570850.60,232.18,24509.20,132.62,0.00,0.00,80901.10,338.59,0.00,0.00,0.00,0.00,0.00,0.00,3611412.26,174.03,,15-Aug-15,11-Aug-15,32,2208591.12,1083552.33,436710.57,39689.95,0.00,0.00,0.00,0.00,0.00,3768543.97,1650671.92,165.05,841499.60,170.17,359440.27,247.56,30184.40,107.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2881796.19,176.23
20-Aug-16,16-Aug-16,33,3098416.00,1370870.75,683585.00,15487.00,0.00,104384.40,0.00,0.00,0.00,5272743.15,2077365.85,152.86,1007165.25,159.93,593753.30,232.94,14650.20,129.25,0.00,0.00,78746.20,335.79,0.00,0.00,0.00,0.00,0.00,0.00,3771680.80,171.08,,22-Aug-15,18-Aug-15,33,2346234.10,1232199.53,564642.50,51934.70,0.00,0.00,0.00,0.00,0.00,4195010.83,1737919.35,167.74,935720.68,177.32,416564.50,254.28,40430.40,121.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3130634.93,181.52
27-Aug-16,23-Aug-16,34,3244161.52,1213860.77,873797.90,32810.40,0.00,86333.60,0.00,0.00,0.00,5450964.19,2290750.72,147.68,900174.27,156.52,740576.40,224.30,32393.00,132.65,0.00,0.00,68647.80,337.03,0.00,0.00,0.00,0.00,0.00,0.00,4032542.19,166.83,,29-Aug-15,25-Aug-15,34,2535025.25,1197902.85,542218.89,64265.05,0.00,0.00,0.00,0.00,0.00,4339412.04,1941090.95,165.66,919529.35,176.94,441824.57,238.03,39472.05,110.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3341916.92,177.68
3-Sep-16,30-Aug-16,35,3088100.30,1453187.30,759038.40,27935.90,0.00,91717.30,0.00,0.00,0.00,5419979.20,2138766.20,150.99,1195063.90,152.47,661290.10,219.35,26047.90,129.77,0.00,0.00,72107.50,336.90,0.00,0.00,0.00,0.00,0.00,0.00,4093275.60,165.61,,5-Sep-15,1-Sep-15,35,2942889.37,1273701.65,498824.30,58828.80,0.00,0.00,0.00,0.00,0.00,4774244.12,2015388.17,163.54,927587.25,172.43,395963.90,229.05,41628.80,103.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3380568.12,172.91
10-Sep-16,6-Sep-16,36,3331801.50,1490547.50,637443.80,54289.80,0.00,89056.30,0.00,0.00,0.00,5603138.90,2199964.05,150.00,1198664.70,150.59,563202.70,220.25,49979.20,129.23,0.00,0.00,71848.70,363.32,0.00,0.00,0.00,0.00,0.00,0.00,4083659.35,163.36,,12-Sep-15,8-Sep-15,36,3067207.74,1259083.74,570505.07,58950.20,0.00,0.00,0.00,0.00,0.00,4955746.75,2205884.85,164.22,956206.09,167.83,428706.67,224.70,42246.50,109.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3633044.11,171.66
17-Sep-16,14-Sep-16,37,3228215.96,1346738.85,760052.40,41679.70,0.00,118464.70,0.00,0.00,0.00,5495151.61,2263187.36,149.92,1162119.15,151.38,643902.00,214.06,36925.90,130.05,0.00,0.00,70846.90,299.89,0.00,0.00,0.00,0.00,0.00,0.00,4176981.31,162.58,,19-Sep-15,15-Sep-15,37,2824571.08,1270165.94,407357.60,68782.75,0.00,0.00,0.00,0.00,0.00,4570877.37,1978147.05,164.75,976262.99,167.11,313507.10,209.96,51576.90,109.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3319494.04,168.86
24-Sep-16,20-Sep-16,38,3313005.20,1263995.60,775599.30,35760.20,0.00,109242.40,0.00,0.00,0.00,5497602.70,2419342.87,147.04,1085632.20,156.93,534581.95,212.36,28935.00,120.95,0.00,0.00,70754.60,300.03,0.00,0.00,0.00,0.00,0.00,0.00,4139246.62,160.50,,26-Sep-15,22-Sep-15,38,3014787.15,1354497.45,440178.91,56578.50,0.00,0.00,0.00,0.00,0.00,4866042.01,2125023.21,155.59,984389.30,166.17,380095.51,218.12,41868.45,104.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3531376.47,164.67
1-Oct-16,27-Sep-16,39,3349395.02,1242989.28,819268.40,19064.00,0.00,134030.40,0.00,0.00,0.00,5564747.10,2098775.53,143.63,1098954.38,155.41,647599.30,213.17,17849.20,110.70,0.00,0.00,91934.40,311.03,0.00,0.00,0.00,0.00,0.00,0.00,3955112.81,162.03,,3-Oct-15,29-Sep-15,39,2779458.19,1111677.50,371429.50,46818.70,0.00,0.00,0.00,0.00,0.00,4309383.89,1950190.04,151.07,782408.40,163.43,315323.30,218.21,34076.40,97.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3081998.14,160.48
8-Oct-16,4-Oct-16,40,3826673.08,1433809.20,757739.70,67169.90,0.00,122070.00,0.00,0.00,0.00,6207461.88,2216521.67,142.09,1102333.20,150.92,549947.90,204.84,60231.10,117.81,0.00,0.00,76740.20,293.73,0.00,0.00,0.00,0.00,0.00,0.00,4005774.07,155.68,,10-Oct-15,6-Oct-15,40,3211178.80,1480121.17,479964.90,68808.65,0.00,0.00,0.00,0.00,0.00,5240073.52,2385221.60,159.77,1155802.17,170.09,436573.20,225.07,56694.95,101.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4034291.92,168.97
15-Oct-16,,41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,17-Oct-15,13-Oct-15,41,3502140.84,1605329.80,662469.60,77736.75,0.00,0.00,0.00,0.00,0.00,5847676.99,2761422.74,154.81,1167845.65,165.48,594913.00,221.31,64493.90,98.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4588675.29,165.36
22-Oct-16,19-Oct-16,42,3646792.30,1486768.50,942662.30,62824.40,0.00,150601.10,0.00,0.00,0.00,6289648.60,2632236.80,146.65,1259313.50,153.30,811022.10,212.47,59034.80,122.69,0.00,0.00,67340.90,290.05,0.00,0.00,0.00,0.00,0.00,0.00,4828948.10,161.15,,24-Oct-15,,42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29-Oct-16,25-Oct-16,43,3487116.40,1368243.10,826205.80,54525.30,0.00,128876.80,0.00,0.00,0.00,5864967.40,2379497.17,146.16,1168205.90,151.29,688037.80,211.46,52898.90,122.74,0.00,0.00,76843.60,244.51,0.00,0.00,0.00,0.00,0.00,0.00,4365483.37,159.27,,31-Oct-15,28-Oct-15,43,2929032.59,1251099.42,612182.75,99233.60,0.00,0.00,0.00,0.00,0.00,4891548.36,2396573.99,155.80,989713.47,152.60,514307.20,214.12,88882.20,96.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3989476.86,161.20
5-Nov-16,2-Nov-16,44,3554793.04,1261192.75,789051.00,33652.60,0.00,98656.60,0.00,0.00,0.00,5737345.99,2660776.74,148.83,1047793.05,155.05,687249.70,210.83,31961.00,122.23,0.00,0.00,58743.80,235.71,0.00,0.00,0.00,0.00,0.00,0.00,4486524.29,160.73,,7-Nov-15,3-Nov-15,44,3542608.28,1478215.50,544251.10,68212.70,0.00,0.00,0.00,0.00,0.00,5633287.58,2659277.29,157.16,1207396.35,154.69,473339.50,212.20,54231.50,91.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4394244.64,161.60
12-Nov-16,9-Nov-16,45,3931937.34,1435333.10,885923.85,66369.80,0.00,134364.52,0.00,0.00,0.00,6453928.61,3016251.34,150.15,1244836.30,159.16,780442.05,209.80,59997.60,123.92,0.00,0.00,104414.42,279.96,0.00,0.00,0.00,0.00,0.00,0.00,5205941.71,163.55,,14-Nov-15,9-Nov-15,45,2511154.61,929572.15,764861.91,66744.60,0.00,0.00,0.00,0.00,0.00,4272333.27,2107852.94,154.36,822486.55,158.28,644420.81,213.29,59823.00,89.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3634583.30,164.63
19-Nov-16,16-Nov-16,46,3421239.98,1295452.35,655980.20,45510.50,0.00,97682.70,0.00,0.00,0.00,5515865.73,2323998.73,153.44,1092462.95,158.38,579545.30,205.86,43523.10,120.54,0.00,0.00,73566.10,282.66,0.00,0.00,0.00,0.00,0.00,0.00,4113096.18,164.10,,21-Nov-15,17-Nov-15,46,3287721.77,1275287.10,753946.60,68569.65,0.00,0.00,0.00,0.00,0.00,5385525.12,2533522.57,152.44,996195.80,156.39,651431.45,207.30,56573.85,90.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4237723.67,160.98
26-Nov-16,22-Nov-16,47,3397707.75,1260222.50,653695.70,32946.80,0.00,73021.94,0.00,0.00,0.00,5417594.69,2463119.85,154.40,1003039.20,156.89,585223.80,210.94,29594.60,120.43,0.00,0.00,49953.14,285.20,0.00,0.00,0.00,0.00,0.00,0.00,4130930.59,164.35,,28-Nov-15,23-Nov-15,47,3215526.96,1319668.05,709458.30,61570.80,0.00,0.00,0.00,0.00,0.00,5306224.11,2565938.63,157.31,1165545.05,161.94,640872.30,205.83,57375.80,103.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4429731.78,164.85
3-Dec-16,29-Nov-16,48,3445847.21,1246417.68,747054.70,74563.30,0.00,76068.10,0.00,0.00,0.00,5589950.99,2643695.54,151.82,1081819.28,155.01,641676.90,212.44,70949.50,115.77,0.00,0.00,62550.20,267.20,0.00,0.00,0.00,0.00,0.00,0.00,4500691.42,162.27,,5-Dec-15,1-Dec-15,48,3476880.36,1348953.60,606415.05,91496.50,0.00,0.00,0.00,0.00,0.00,5523745.51,2676905.83,154.07,1144447.80,160.69,565018.25,209.80,79726.30,101.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4466098.18,161.88
10-Dec-16,6-Dec-16,49,3379108.22,1212061.12,777215.10,48008.60,0.00,69930.90,0.00,0.00,0.00,5486323.94,2488431.80,149.45,1020289.22,147.04,627407.00,212.96,43719.00,116.38,0.00,0.00,56429.50,281.44,0.00,0.00,0.00,0.00,0.00,0.00,4236276.52,159.70,,12-Dec-15,8-Dec-15,49,3426661.62,1163911.05,466265.75,51014.20,0.00,0.00,0.00,0.00,0.00,5107852.62,2571645.44,153.25,993032.35,164.49,428669.35,211.55,47468.00,114.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4040815.14,161.74
17-Dec-16,13-Dec-16,50,3548307.03,1198562.90,866504.90,32655.80,0.00,90476.88,0.00,0.00,0.00,5736507.51,2356742.65,147.96,936870.50,151.61,703406.90,207.85,30106.20,112.74,0.00,0.00,70847.80,287.24,0.00,0.00,0.00,0.00,0.00,0.00,4097974.05,161.22,,19-Dec-15,15-Dec-15,50,3709407.54,1346473.40,495088.45,36836.40,0.00,0.00,0.00,0.00,0.00,5587805.79,2869347.71,156.01,1140673.80,162.60,459526.15,206.75,35082.40,108.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4504630.06,162.48
24-Dec-16,20-Dec-16,51,3623283.80,1206912.60,948672.80,59606.60,0.00,91097.50,0.00,0.00,0.00,5929573.30,2461526.35,145.69,938681.10,144.70,724712.30,207.34,56479.20,112.84,0.00,0.00,68701.10,258.44,0.00,0.00,0.00,0.00,0.00,0.00,4250100.05,157.37,,26-Dec-15,22-Dec-15,51,3081903.26,1205776.50,350291.80,46236.80,0.00,0.00,0.00,0.00,0.00,4684208.36,2423416.89,153.33,1022784.40,156.37,331874.30,205.93,46236.80,120.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3824312.39,158.32
31-Dec-16,,52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2-Jan-16,29-Dec-15,52,3449436.65,1384239.90,314109.10,38655.60,0.00,0.00,0.00,0.00,0.00,5186441.25,2693643.25,147.66,1154949.00,147.43,291033.60,187.07,38238.20,113.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4177864.05,150.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
