,Coimbatore Auctions During 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coimbatore Auctions During 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,,,,Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,,,,,
,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Kangra Dust,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Kangra Dust,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,,,,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Kangra Dust,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Kangra Dust,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,,,,
,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2018,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2018,Avg Price 2018,,,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2017,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2017,Avg Price 2017,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Jan-18,3-Jan-18,1,125742.00,312901.00,28863.00,25170.00,0.00,0.00,0.00,0.00,0.00,0.00,492676.00,111415.00,85.40,268659.00,96.95,14880.00,87.29,13920.00,69.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,408874.00,92.51,,7-Jan-17,4-Jan-17,1,144941.00,338044.00,15379.00,14630.00,0.00,0.00,0.00,0.00,0.00,0.00,512994.00,137156.00,104.62,295861.00,107.75,15379.00,111.49,14630.00,98.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,463026.00,106.65,,,
13-Jan-18,10-Jan-18,2,119454.00,264338.00,18455.00,15738.00,0.00,0.00,0.00,0.00,0.00,0.00,417985.00,88141.00,87.48,234627.00,100.12,10872.00,93.35,12406.00,70.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,346046.00,95.62,,14-Jan-17,11-Jan-17,2,120123.00,257335.00,9537.00,9661.00,0.00,0.00,0.00,0.00,0.00,0.00,396656.00,116600.00,104.97,229524.00,108.64,9537.00,110.66,9661.00,100.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,365322.00,107.31,,,
20-Jan-18,17-Jan-18,3,98679.00,243792.00,15848.00,17054.00,0.00,0.00,0.00,0.00,0.00,0.00,375373.00,85611.00,93.65,196830.00,100.72,5913.00,108.53,7198.00,74.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,295552.00,98.18,,21-Jan-17,18-Jan-17,3,106042.00,267424.00,10245.00,15007.00,0.00,0.00,0.00,0.00,0.00,0.00,398718.00,86049.00,105.49,246948.00,109.75,9111.00,117.63,13139.00,99.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355247.00,108.54,,,
27-Jan-18,24-Jan-18,4,89755.00,226463.70,20991.00,7748.00,0.00,0.00,0.00,0.00,0.00,0.00,344957.70,76785.00,92.18,174685.70,99.16,7692.00,101.62,4922.00,70.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,264084.70,96.66,,28-Jan-17,25-Jan-17,4,127404.00,228941.00,7559.00,12738.00,0.00,0.00,0.00,0.00,0.00,0.00,376642.00,90646.00,105.80,218034.00,110.77,6803.00,116.01,12042.00,101.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,327525.00,109.15,,,
3-Feb-18,31-Jan-18,5,80785.00,176050.70,13320.00,16760.00,0.00,0.00,0.00,0.00,0.00,0.00,286915.70,68360.00,99.45,164232.70,103.33,2368.00,107.59,12301.00,71.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,247261.70,100.72,,4-Feb-17,1-Feb-17,5,111394.00,171022.00,2396.00,6565.00,0.00,0.00,0.00,0.00,0.00,0.00,291377.00,101895.00,105.49,163328.00,113.76,1726.00,114.47,6565.00,97.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,273514.00,110.30,,,
10-Feb-18,7-Feb-18,6,83365.00,163421.00,7499.00,11110.00,0.00,0.00,0.00,0.00,0.00,0.00,265395.00,77891.00,96.36,155506.00,105.98,3557.00,94.87,9543.00,69.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,246497.00,101.36,,11-Feb-17,8-Feb-17,6,101110.00,197302.00,3518.00,8174.00,0.00,0.00,0.00,0.00,0.00,0.00,310104.00,100456.00,106.14,190682.00,117.91,3082.00,108.03,8174.00,100.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,302394.00,113.43,,,
