,,Kolkata Auctions During 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kolkata Auctions During 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,,,,Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,,
,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Kangra Dust,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Kangra Dust,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,,,,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Kangra Dust,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Kangra Dust,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,
,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2019,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2019,Avg Price 2019,,,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2018,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2018,Avg Price 2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Jan-19,2-Jan-19,1,3626467.80,1198095.70,733153.80,30856.60,0.00,0.00,42469.60,0.00,0.00,0.00,5631043.50,2629052.60,147.71,890550.10,149.29,653603.30,190.49,29919.40,117.19,0.00,0.00,0.00,0.00,14882.40,222.31,0.00,0.00,0.00,0.00,0.00,0.00,4218007.80,154.72,,6-Jan-18,2-Jan-18,1,3454836.31,1169586.50,790048.95,73922.70,0.00,0.00,24202.00,0.00,0.00,0.00,5512596.46,2448501.05,140.91,922926.90,152.51,489774.30,188.26,68928.90,108.19,0.00,0.00,0.00,0.00,17302.80,216.49,0.00,0.00,0.00,0.00,0.00,0.00,3947433.95,149.26
12-Jan-19,8-Jan-19,2,3416795.60,1338768.40,801745.30,93540.80,0.00,0.00,72803.50,0.00,0.00,0.00,5723653.60,2491158.10,145.80,952703.10,143.42,707829.10,195.16,91672.80,111.77,0.00,0.00,0.00,0.00,29551.20,252.74,0.00,0.00,0.00,0.00,0.00,0.00,4272914.30,153.46,,13-Jan-18,9-Jan-18,2,2969224.00,0.00,609954.60,0.00,0.00,0.00,16872.10,0.00,0.00,0.00,3596050.70,2020210.80,134.16,0.00,0.00,497203.90,170.04,0.00,0.00,0.00,0.00,0.00,0.00,7692.40,292.64,0.00,0.00,0.00,0.00,0.00,0.00,2525107.10,141.71
19-Jan-19,15-Jan-19,3,3376473.64,1476141.50,608109.00,55120.30,0.00,0.00,59752.50,0.00,0.00,0.00,5575596.94,2481423.94,143.32,994180.20,139.12,496102.20,195.28,49954.10,111.14,0.00,0.00,0.00,0.00,24442.30,219.00,0.00,0.00,0.00,0.00,0.00,0.00,4046102.74,148.72,,20-Jan-18,15-Jan-18,"2,3",4244320.89,1124450.40,688902.20,66177.70,0.00,0.00,14171.00,0.00,0.00,0.00,6138022.19,2805467.68,129.69,899639.20,137.90,560776.60,163.12,61128.10,105.25,0.00,0.00,0.00,0.00,7607.70,304.58,0.00,0.00,0.00,0.00,0.00,0.00,4334619.28,135.68
26-Jan-19,21-Jan-19,4,2579494.00,927849.68,581619.00,47371.80,0.00,0.00,88120.60,0.00,0.00,0.00,4224455.08,1770429.90,136.61,695437.98,135.80,462712.40,178.21,44987.00,110.55,0.00,0.00,0.00,0.00,25889.00,180.68,0.00,0.00,0.00,0.00,0.00,0.00,2999456.28,142.83,,27-Jan-18,24-Jan-18,3,0.00,1385276.07,0.00,65783.20,0.00,0.00,0.00,0.00,0.00,0.00,1451059.27,0.00,0.00,1028474.67,132.03,0.00,0.00,50145.00,98.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1078619.67,130.46
2-Feb-19,29-Jan-19,5,3380365.20,1373833.10,394915.09,55202.80,0.00,0.00,56750.60,0.00,0.00,0.00,5261066.79,2298135.60,129.75,760692.00,123.78,305048.60,145.95,54838.00,112.20,0.00,0.00,0.00,0.00,19661.20,136.20,0.00,0.00,0.00,0.00,0.00,0.00,3438375.40,129.62,,3-Feb-18,30-Jan-18,4,2432991.92,1026278.00,801498.40,48100.80,0.00,0.00,15488.30,0.00,0.00,0.00,4324357.42,1596869.18,124.11,810683.85,124.74,636138.20,159.00,42154.80,93.16,0.00,0.00,0.00,0.00,5624.90,220.45,0.00,0.00,0.00,0.00,0.00,0.00,3091470.93,131.21
9-Feb-19,5-Feb-19,6,3385431.60,1357398.00,195771.12,56262.30,0.00,0.00,35966.30,0.00,0.00,0.00,5030829.32,2294694.90,126.60,927791.10,119.20,129861.65,171.63,55089.10,112.79,0.00,0.00,0.00,0.00,10866.30,167.29,0.00,0.00,0.00,0.00,0.00,0.00,3418303.05,126.21,,10-Feb-18,6-Feb-18,6,2904013.89,938212.53,666911.40,55042.60,0.00,0.00,20859.00,0.00,0.00,0.00,4585039.42,1861249.60,119.28,712303.82,120.29,543761.40,146.01,44040.60,90.87,0.00,0.00,0.00,0.00,5818.80,210.74,0.00,0.00,0.00,0.00,0.00,0.00,3167174.22,123.87
