,Siliguri Auctions During 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siliguri Auctions During 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,,,,Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,
,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Kangra Dust,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Kangra Dust,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,,,,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,
,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2017,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2017,Avg Price 2017,,,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2016,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2016,Avg Price 2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Oct-17,25-Oct-17,43,4458508.30,474112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4932620.30,3610575.90,128.12,425982.20,136.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4036558.10,129.01,,5-Nov-16,2-Nov-16,43,3645943.30,412155.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4058099.00,3075438.50,132.84,365141.70,129.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3440580.20,132.45
4-Nov-17,1-Nov-17,44,3846539.10,458813.00,283.00,0.00,0.00,0.00,0.00,0.00,498.00,0.00,4306133.10,3028666.20,127.96,375190.10,132.18,283.00,307.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,498.00,76.00,0.00,0.00,3404637.30,128.43,,12-Nov-16,9-Nov-16,44,4378136.50,466472.50,0.00,0.00,0.00,0.00,0.00,1220.00,0.00,4845829.00,3210658.80,130.98,359612.00,123.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1220.00,64.66,0.00,0.00,3571490.80,130.25
11-Nov-17,8-Nov-17,45,3359463.90,437971.50,0.00,0.00,0.00,0.00,0.00,0.00,2196.00,0.00,3799631.40,2772954.70,131.34,359321.40,130.12,2196.00,64.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3134472.10,131.16,,19-Nov-16,16-Nov-16,45,3636045.50,520704.50,0.00,0.00,0.00,0.00,0.00,498.00,0.00,4157248.00,2403259.30,124.22,379659.30,122.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,498.00,62.00,0.00,0.00,2783416.60,123.98
18-Nov-17,15-Nov-17,46,3670939.90,387428.30,198.00,0.00,0.00,0.00,0.00,0.00,498.00,0.00,4059064.20,3208308.90,132.72,350535.50,138.23,198.00,371.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,498.00,83.00,0.00,0.00,3559540.40,133.27,,26-Nov-16,23-Nov-16,46,3870675.20,468796.15,0.00,0.00,0.00,0.00,0.00,498.00,0.00,4339969.35,2841932.40,129.14,357172.15,123.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,498.00,58.00,0.00,0.00,3199602.55,128.46
25-Nov-17,22-Nov-17,47,3802407.30,465636.00,563.00,0.00,0.00,0.00,0.00,0.00,1696.00,0.00,4270302.30,3253846.70,132.81,404364.70,139.48,563.00,330.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1696.00,71.17,0.00,0.00,3660470.40,133.55,,3-Dec-16,30-Nov-16,47,3798728.80,478567.90,0.00,0.00,0.00,0.00,0.00,2493.50,0.00,4279790.20,2799417.10,127.12,360209.20,123.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,498.00,55.00,0.00,0.00,3160124.30,126.66
2-Dec-17,29-Nov-17,48,3728908.50,388424.50,428.00,0.00,0.00,0.00,0.00,0.00,996.00,0.00,4118757.00,3018672.10,127.77,344034.40,136.64,428.00,257.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,996.00,75.50,0.00,0.00,3364130.50,128.68,,10-Dec-16,7-Dec-16,48,4287236.80,495062.90,0.00,0.00,0.00,0.00,0.00,498.00,0.00,4782797.70,3243671.80,128.86,428932.80,127.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,498.00,56.00,0.00,0.00,3673102.60,128.65
9-Dec-17,6-Dec-17,49,3729702.20,393305.40,466.00,0.00,0.00,0.00,0.00,0.00,826.00,0.00,4124299.60,3136778.20,127.34,350470.80,135.33,466.00,248.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,498.00,60.00,0.00,0.00,3488213.00,128.15,,10-Dec-16,,49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16-Dec-17,13-Dec-17,50,3760927.90,381414.60,198.00,0.00,0.00,0.00,0.00,0.00,498.00,0.00,4143038.50,3138775.80,128.78,341045.40,134.93,198.00,321.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,498.00,73.00,0.00,0.00,3480517.20,129.38,,17-Dec-16,14-Dec-16,50,4615244.20,481109.20,0.00,0.00,0.00,0.00,0.00,1618.00,0.00,5097971.40,3654395.00,129.28,435699.70,129.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1618.00,56.69,0.00,0.00,4091712.70,129.24
23-Dec-17,20-Dec-17,51,3976469.60,422446.10,0.00,0.00,0.00,0.00,0.00,0.00,498.00,0.00,4399413.70,3437324.00,132.30,374200.10,137.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,498.00,85.00,0.00,0.00,3812022.10,132.78,,24-Dec-16,21-Dec-16,51,4352936.10,445449.50,0.00,0.00,0.00,0.00,0.00,1494.75,0.00,4799880.35,3528204.20,127.84,407457.70,131.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1494.75,56.33,0.00,0.00,3937156.65,128.19
30-Dec-17,27-Dec-17,52,3993815.90,403163.60,524.00,0.00,0.00,0.00,0.00,0.00,498.00,0.00,4398001.50,3292661.20,130.30,352252.60,133.97,524.00,160.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,498.00,85.00,0.00,0.00,3645935.80,130.65,,31-Dec-16,28-Dec-16,52,4374778.30,478606.30,0.00,0.00,0.00,0.00,0.00,2561.50,0.00,4855946.10,3395823.80,126.62,437861.20,126.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1993.50,43.00,0.00,0.00,3835678.50,126.53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
