,Coimbatore Auctions During 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coimbatore Auctions During 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,,Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,,,
,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,,,,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,,,,
,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2016,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2016,Avg Price 2016,,,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2015,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2015,Avg Price 2015,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Nov-16,2-Nov-16,44,195340.00,310208.00,7903.00,4668.00,0.00,0.00,0.00,0.00,0.00,518119.00,184919.00,95.66,300817.00,103.20,7903.00,114.81,4668.00,93.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,498307.00,100.50,,31-Oct-15,28-Oct-15,44,125517.00,245944.00,4775.00,8532.00,0.00,0.00,0.00,0.00,0.00,384768.00,104548.00,68.66,213345.00,87.95,2677.00,85.91,6598.00,69.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,327168.00,81.39,,,
12-Nov-16,9-Nov-16,45,165052.00,316527.00,11946.00,9870.00,0.00,0.00,0.00,0.00,0.00,503395.00,147652.00,96.82,287120.00,103.43,11946.00,114.49,9272.00,95.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,455990.00,101.42,,7-Nov-15,4-Nov-15,45,136300.00,240369.50,7071.00,4905.00,0.00,0.00,0.00,0.00,0.00,388645.50,111945.00,69.26,193840.00,85.26,7071.00,83.05,4561.00,68.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,317417.00,79.33,,,
19-Nov-16,16-Nov-16,46,153090.00,279181.00,7382.00,5704.00,0.00,0.00,0.00,0.00,0.00,445357.00,129167.00,96.41,227003.00,104.71,5601.00,109.89,5704.00,93.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,367475.00,101.70,,14-Nov-15,,46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
26-Nov-16,23-Nov-16,47,123673.00,266427.00,6090.00,6477.00,0.00,0.00,0.00,0.00,0.00,402667.00,112417.00,97.02,236126.00,103.29,6090.00,110.36,6477.00,95.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,361110.00,101.31,,21-Nov-15,18-Nov-15,47,156023.00,314183.00,11616.00,8948.00,0.00,0.00,0.00,0.00,0.00,490770.00,150023.00,72.36,261906.00,83.99,11616.00,89.65,8083.00,68.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,431628.00,79.82,,,
3-Dec-16,30-Nov-16,48,140231.00,288944.00,4559.00,5790.00,0.00,0.00,0.00,0.00,0.00,439524.00,137795.00,98.52,247791.00,103.58,4559.00,104.67,5790.00,100.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,395935.00,101.78,,28-Nov-15,25-Nov-15,48,137683.00,288914.00,5900.00,15097.00,0.00,0.00,0.00,0.00,0.00,447594.00,128856.00,72.41,266201.00,85.43,4117.00,94.13,15097.00,64.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,414271.00,80.70,,,
10-Dec-16,7-Dec-16,49,135305.00,266813.50,7182.00,11507.00,0.00,0.00,0.00,0.00,0.00,420807.50,134700.00,101.64,241776.00,104.34,7182.00,112.96,11507.00,98.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,395165.00,103.42,,5-Dec-15,2-Dec-15,49,128044.00,280235.00,10058.00,9914.00,0.00,0.00,0.00,0.00,0.00,428251.00,114751.00,72.24,238269.00,85.87,9497.00,84.42,8250.00,64.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,370767.00,81.15,,,
17-Dec-16,14-Dec-16,50,113568.50,270032.50,8971.00,15054.00,0.00,0.00,0.00,0.00,0.00,407626.00,107004.00,102.06,230278.00,105.16,7181.00,118.76,13732.00,97.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,358195.00,104.20,,12-Dec-15,9-Dec-15,50,119252.00,277585.00,9849.00,9468.00,0.00,0.00,0.00,0.00,0.00,416154.00,115096.00,76.06,252247.00,87.92,9849.00,86.19,8930.00,70.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,386122.00,83.93,,,
24-Dec-16,21-Dec-16,51,106714.00,279255.00,7455.00,9606.00,0.00,0.00,0.00,0.00,0.00,403030.00,106471.00,104.38,258675.50,108.64,7455.00,111.31,9606.00,100.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,382207.50,107.30,,19-Dec-15,16-Dec-15,51,126881.00,268832.00,7388.00,9988.00,0.00,0.00,0.00,0.00,0.00,413089.00,123359.00,77.72,247655.00,91.90,6912.00,84.74,9819.00,74.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,387745.00,86.82,,,
31-Dec-16,,52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,26-Dec-15,,52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-Jan-16,30-Dec-15,53,133382.00,276258.00,13020.00,10316.00,0.00,0.00,0.00,0.00,0.00,432976.00,130237.00,83.46,268897.00,91.23,8961.00,83.58,10148.00,80.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,418243.00,88.39,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
