,Coonoor Auctions During 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coonoor Auctions During 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,,,,Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,,
,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Kangra Dust,Darj Leaf,Darj Dust,Green Leaf,Green Dust,Total Offer Kgs 2018,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Kangra Dust,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,,,,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Kangra Dust,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Kangra Dust,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,
,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2018,Avg Price 2018,,,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2017,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2017,Avg Price 2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Jan-18,4-Jan-18,1,777663.00,424662.00,72899.30,64132.00,0.00,0.00,0.00,0.00,146.00,0.00,1339502.30,717424.00,87.25,340363.00,89.95,62286.20,100.54,48634.00,87.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1168707.20,88.77,,7-Jan-17,5-Jan-17,1,562267.70,295264.70,64118.00,47466.00,0.00,0.00,0.00,0.00,104.00,346.00,969566.40,530372.50,107.20,275465.70,109.67,55629.60,118.98,43937.00,112.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,104.00,210.00,346.00,105.00,905854.80,108.92
13-Jan-18,11-Jan-18,2,803082.00,427751.00,83953.10,53966.00,0.00,0.00,0.00,0.00,0.00,0.00,1368752.10,661993.00,86.70,349191.00,88.68,82349.00,100.19,32266.00,94.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1125799.00,88.51,,14-Jan-17,12-Jan-17,2,834296.00,418005.00,76496.00,55488.00,0.00,0.00,0.00,0.00,312.00,346.00,1384943.00,539347.00,106.76,306163.00,110.65,62313.20,119.66,43851.00,114.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,312.00,216.33,346.00,105.00,952332.20,109.24
20-Jan-18,18-Jan-18,3,826295.00,448610.00,76810.90,69988.00,0.00,0.00,0.00,0.00,0.00,0.00,1421703.90,740276.00,86.90,375084.00,87.85,68219.10,98.90,35778.00,82.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1219357.10,87.74,,21-Jan-17,19-Jan-17,3,651776.20,330582.00,50767.80,45992.00,0.00,0.00,0.00,0.00,208.00,346.00,1079672.00,485610.60,104.52,309245.00,108.69,41359.40,122.53,43824.00,113.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,208.00,208.00,346.00,109.50,880593.00,107.31
27-Jan-18,25-Jan-18,4,692396.00,336998.00,46027.80,56208.00,0.00,0.00,0.00,0.00,0.00,0.00,1131629.80,636515.00,88.15,290503.00,95.32,35899.40,105.38,40869.00,77.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1003786.40,90.40,,28-Jan-17,27-Jan-17,4,656526.00,307390.00,39995.00,38608.00,0.00,0.00,0.00,0.00,208.00,173.00,1042900.00,517283.00,103.39,294947.00,108.45,26731.40,125.23,32758.00,110.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,208.00,208.50,173.00,109.00,872100.40,106.06
3-Feb-18,1-Feb-18,5,577208.00,308533.00,54293.50,56885.00,0.00,0.00,0.00,0.00,0.00,0.00,996919.50,514519.00,91.48,234755.00,97.15,40177.70,107.91,39388.00,81.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,828839.70,93.40,,4-Feb-17,2-Feb-17,5,630956.60,259019.00,62620.60,36946.00,0.00,0.00,0.00,0.00,208.00,346.00,990096.20,545766.60,102.03,245511.00,110.70,51597.40,125.54,35627.00,113.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,104.00,208.00,173.00,107.00,878779.00,106.32
10-Feb-18,8-Feb-18,6,627995.00,298390.00,53781.70,43959.00,0.00,0.00,0.00,0.00,0.00,0.00,1024125.70,540036.00,93.48,256308.00,99.27,44602.90,106.00,28694.00,81.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,869640.90,95.43,,11-Feb-17,9-Feb-17,6,692462.00,292124.00,43390.80,31685.00,0.00,0.00,0.00,0.00,312.00,346.00,1060319.80,583275.00,102.57,261659.00,111.87,31200.20,129.07,28695.00,117.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,346.00,112.00,905175.20,106.66
17-Feb-18,15-Feb-18,7,564320.00,312782.00,56001.20,50632.00,0.00,0.00,0.00,0.00,0.00,0.00,983735.20,396428.00,93.60,255282.00,100.27,50407.40,111.37,22441.00,94.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,724558.40,97.21,,18-Feb-17,16-Feb-17,7,607796.00,270603.00,45259.80,33811.00,0.00,0.00,0.00,0.00,416.00,346.00,958231.80,568211.00,103.68,250149.00,112.23,35138.80,125.70,29732.00,114.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,104.00,205.00,346.00,106.00,883680.80,107.36
24-Feb-18,22-Feb-18,8,625537.00,304712.00,53261.40,39855.00,0.00,0.00,0.00,0.00,0.00,0.00,1023365.40,500760.00,92.45,273560.00,100.95,35014.40,105.91,26298.00,95.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,835632.40,95.88,,25-Feb-17,23-Feb-17,8,562820.00,269397.00,46195.20,29772.00,0.00,0.00,0.00,0.00,0.00,0.00,908184.20,543929.00,105.41,242651.00,114.96,40634.00,128.06,25297.00,116.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,852511.00,109.52
3-Mar-18,1-Mar-18,9,638143.00,295597.00,52313.20,39711.00,0.00,0.00,0.00,0.00,0.00,0.00,1025764.20,475934.00,89.97,273593.00,100.08,47589.40,110.83,32912.00,86.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,830028.40,94.38,,4-Mar-17,2-Mar-17,9,597067.00,281723.00,51399.00,33482.00,0.00,0.00,0.00,0.00,414.00,346.00,964431.00,502937.00,105.71,258129.00,117.22,33611.20,128.87,25210.00,110.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,819887.20,110.44
10-Mar-18,8-Mar-18,10,609050.00,267777.00,60819.80,33058.00,0.00,0.00,0.00,0.00,0.00,0.00,970704.80,422629.00,89.52,257502.00,101.50,51996.80,111.23,28482.00,91.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,760609.80,95.14,,11-Mar-17,9-Mar-17,10,556134.00,282258.00,41913.20,30542.00,0.00,0.00,0.00,0.00,208.00,346.00,911401.20,494437.00,105.94,228534.00,116.00,33540.00,128.95,25085.00,110.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,104.00,200.00,346.00,109.00,782046.00,110.04
17-Mar-18,15-Mar-18,11,580236.00,262911.00,48549.80,30351.00,0.00,0.00,0.00,0.00,0.00,0.00,922047.80,538400.00,89.86,244755.00,100.12,45392.40,113.97,26504.00,89.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,855051.40,94.07,,18-Mar-17,16-Mar-17,11,549726.00,279691.00,50980.00,32615.00,0.00,0.00,0.00,0.00,352.00,346.00,913710.00,467321.00,104.27,222500.00,113.06,43298.40,132.98,28472.00,115.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,124.00,175.00,346.00,105.50,762061.40,108.91
