,Coonoor Auctions During 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coonoor Auctions During 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,,,,Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,,
,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Kangra Dust,Darj Leaf,Darj Dust,Green Leaf,Green Dust,Total Offer Kgs 2019,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Kangra Dust,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,,,,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Kangra Dust,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Kangra Dust,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,
,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2019,Avg Price 2019,,,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2018,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2018,Avg Price 2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Jan-19,3-Jan-19,1,1038276.00,578304.00,102022.00,49309.00,0.00,0.00,0.00,0.00,0.00,0.00,1767911.00,988611.00,95.33,486319.00,100.46,76591.00,115.22,44375.00,109.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1595896.00,98.23,,6-Jan-18,4-Jan-18,1,777663.00,424662.00,72899.30,64132.00,0.00,0.00,0.00,0.00,146.00,0.00,1339502.30,717424.00,87.25,340363.00,89.95,62286.20,100.54,48634.00,87.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1168707.20,88.77
12-Jan-19,10-Jan-19,2,1079044.00,659442.00,93021.00,43008.00,0.00,0.00,0.00,0.00,0.00,0.00,1874515.00,1049845.00,97.27,483798.00,101.60,81972.00,123.23,40118.00,110.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1655733.00,100.15,,13-Jan-18,11-Jan-18,2,803082.00,427751.00,83953.10,53966.00,0.00,0.00,0.00,0.00,0.00,0.00,1368752.10,661993.00,86.70,349191.00,88.68,82349.00,100.19,32266.00,94.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1125799.00,88.51
19-Jan-19,17-Jan-19,3,920667.00,526194.00,100962.00,50962.00,0.00,0.00,0.00,0.00,0.00,0.00,1598785.00,772501.00,96.92,381340.00,102.92,82173.00,118.05,44014.00,113.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1280028.00,100.62,,20-Jan-18,18-Jan-18,3,826295.00,448610.00,76810.90,69988.00,0.00,0.00,0.00,0.00,0.00,0.00,1421703.90,740276.00,86.90,375084.00,87.85,68219.10,98.90,35778.00,82.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1219357.10,87.74
26-Jan-19,24-Jan-19,4,688099.00,512846.00,65051.00,34643.00,0.00,0.00,0.00,0.00,0.00,0.00,1300639.00,621101.00,98.10,360371.00,102.42,57469.00,120.38,32435.00,114.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1071376.00,101.25,,27-Jan-18,25-Jan-18,4,692396.00,336998.00,46027.80,56208.00,0.00,0.00,0.00,0.00,0.00,0.00,1131629.80,636515.00,88.15,290503.00,95.32,35899.40,105.38,40869.00,77.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1003786.40,90.40
2-Feb-19,31-Jan-19,5,732288.00,438155.00,68704.00,41931.00,0.00,0.00,0.00,0.00,0.00,0.00,1281078.00,624023.00,97.43,257992.00,99.46,54623.00,123.01,32958.00,114.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,969596.00,99.99,,3-Feb-18,1-Feb-18,5,577208.00,308533.00,54293.50,56885.00,0.00,0.00,0.00,0.00,0.00,0.00,996919.50,514519.00,91.48,234755.00,97.15,40177.70,107.91,39388.00,81.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,828839.70,93.40
9-Feb-19,7-Feb-19,6,647489.00,444968.00,54777.00,28750.00,0.00,0.00,0.00,0.00,0.00,0.00,1175984.00,589734.00,97.34,255612.00,97.45,49776.00,126.60,25713.00,117.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,920835.00,99.52,,10-Feb-18,8-Feb-18,6,627995.00,298390.00,53781.70,43959.00,0.00,0.00,0.00,0.00,0.00,0.00,1024125.70,540036.00,93.48,256308.00,99.27,44602.90,106.00,28694.00,81.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,869640.90,95.43
