,Cochin Auctions During 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cochin Auctions During 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,,,,Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,,
,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Kangra Dust,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Kangra Dust,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,,,,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Kangra Dust,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Kangra Dust,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,
,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2019,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2019,Avg Price 2019,,,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2018,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2018,Avg Price 2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Jan-19,2-Jan-19,1,56388.00,1099087.40,167885.00,7615.00,0.00,0.00,0.00,0.00,0.00,0.00,1330975.40,38879.00,97.88,932560.30,123.60,133428.00,158.33,5289.00,95.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1110156.30,126.74,,6-Jan-18,2-Jan-18,1,75627.00,1020398.20,192596.60,14218.00,0.00,0.00,0.00,0.00,0.00,0.00,1302839.80,59686.00,79.79,925525.20,112.09,152825.00,141.01,9284.00,84.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1147320.20,114.04
12-Jan-19,8-Jan-19,2,61210.00,1099504.50,184576.00,10262.00,0.00,0.00,0.00,0.00,0.00,0.00,1355552.50,46327.00,98.00,949550.40,124.09,155015.00,158.43,9471.00,95.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1160363.40,127.40,,13-Jan-18,9-Jan-18,2,66691.00,959433.80,181937.80,12933.00,0.00,0.00,0.00,0.00,0.00,0.00,1220995.60,61675.00,85.06,926688.80,118.23,138143.00,152.26,5650.00,81.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1132156.80,120.39
19-Jan-19,15-Jan-19,3,73943.00,1338913.20,267658.00,6276.00,0.00,0.00,0.00,0.00,0.00,0.00,1686790.20,57224.00,95.52,1184318.00,125.17,185176.00,157.74,2474.00,101.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1429192.00,128.16,,20-Jan-18,16-Jan-18,3,68023.00,998326.30,254331.80,10131.00,0.00,0.00,0.00,0.00,0.00,0.00,1330812.10,58585.00,86.60,893023.00,120.28,168199.00,152.00,7027.00,79.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1126834.00,123.01
26-Jan-19,22-Jan-19,4,61410.00,1053239.60,210786.00,7995.00,0.00,0.00,0.00,0.00,0.00,0.00,1333430.60,54511.00,95.64,942805.50,127.10,169597.00,158.33,7603.00,100.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1174516.50,129.98,,27-Jan-18,23-Jan-18,4,63765.00,934534.80,186570.80,8182.00,0.00,0.00,0.00,0.00,0.00,0.00,1193052.60,48906.00,84.66,809179.40,122.55,121647.00,153.91,4506.00,70.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,984238.40,124.30
2-Feb-19,29-Jan-19,5,59684.00,914397.50,149145.00,5934.00,0.00,0.00,0.00,0.00,0.00,0.00,1129160.50,51550.00,96.70,838298.30,128.51,121008.00,163.15,4254.00,106.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1015110.30,130.93,,3-Feb-18,30-Jan-18,5,51353.00,846204.90,145226.60,5588.00,0.00,0.00,0.00,0.00,0.00,0.00,1048372.50,42875.00,90.83,746625.10,124.60,87130.00,147.05,5101.00,79.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,881731.10,124.91
9-Feb-19,5-Feb-19,6,61830.00,882676.90,150285.50,11351.00,0.00,0.00,0.00,0.00,0.00,0.00,1106143.40,42576.00,96.59,725863.20,126.55,116511.75,158.86,10063.00,97.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,895013.95,129.00,,10-Feb-18,6-Feb-18,6,48542.00,764510.10,172049.40,11202.00,0.00,0.00,0.00,0.00,0.00,0.00,996303.50,44628.00,90.56,692268.30,126.22,120915.40,140.51,5683.00,80.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,863494.70,126.08
