,Coimbatore Auctions During 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coimbatore Auctions During 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,,,,Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,,,,,
,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Kangra Dust,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Kangra Dust,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,,,,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Kangra Dust,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Kangra Dust,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,,,,
,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2019,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2019,Avg Price 2019,,,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2018,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2018,Avg Price 2018,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Jan-19,2-Jan-19,1,115185.00,289514.00,14035.00,15472.00,0.00,0.00,0.00,0.00,0.00,0.00,434206.00,90849.00,99.06,225627.00,109.48,10294.00,110.54,12435.00,92.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,339205.00,106.10,,6-Jan-18,3-Jan-18,1,125742.00,312901.00,28863.00,25170.00,0.00,0.00,0.00,0.00,0.00,0.00,492676.00,111415.00,85.40,268659.00,96.95,14880.00,87.29,13920.00,69.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,408874.00,92.51,,,
12-Jan-19,9-Jan-19,2,115848.00,282135.00,10706.00,16697.00,0.00,0.00,0.00,0.00,0.00,0.00,425386.00,84077.00,102.80,210088.00,109.48,9906.00,101.43,13510.00,93.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,317581.00,106.78,,13-Jan-18,10-Jan-18,2,119454.00,264338.00,18455.00,15738.00,0.00,0.00,0.00,0.00,0.00,0.00,417985.00,88141.00,87.48,234627.00,100.12,10872.00,93.35,12406.00,70.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,346046.00,95.62,,,
19-Jan-19,16-Jan-19,3,103219.00,290458.00,15224.00,14586.00,0.00,0.00,0.00,0.00,0.00,0.00,423487.00,64341.00,102.77,189444.00,108.98,10524.00,111.99,14586.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,278895.00,107.08,,20-Jan-18,17-Jan-18,3,98679.00,243792.00,15848.00,17054.00,0.00,0.00,0.00,0.00,0.00,0.00,375373.00,85611.00,93.65,196830.00,100.72,5913.00,108.53,7198.00,74.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,295552.00,98.18,,,
26-Jan-19,23-Jan-19,4,82656.00,269897.00,13562.00,17996.00,0.00,0.00,0.00,0.00,0.00,0.00,384111.00,58599.00,105.08,143345.00,109.38,13293.00,117.71,17996.00,101.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,233233.00,108.18,,27-Jan-18,24-Jan-18,4,89755.00,226463.70,20991.00,7748.00,0.00,0.00,0.00,0.00,0.00,0.00,344957.70,76785.00,92.18,174685.70,99.16,7692.00,101.62,4922.00,70.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,264084.70,96.66,,,
2-Feb-19,30-Jan-19,5,79863.00,264865.00,13873.00,9765.00,0.00,0.00,0.00,0.00,0.00,0.00,368366.00,38495.00,99.79,146810.00,109.88,10034.00,117.86,9367.00,106.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,204706.00,108.22,,3-Feb-18,31-Jan-18,5,80785.00,176050.70,13320.00,16760.00,0.00,0.00,0.00,0.00,0.00,0.00,286915.70,68360.00,99.45,164232.70,103.33,2368.00,107.59,12301.00,71.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,247261.70,100.72,,,
9-Feb-19,6-Feb-19,6,91108.00,241554.00,13815.00,10553.00,0.00,0.00,0.00,0.00,0.00,0.00,357030.00,54338.00,96.16,148455.00,106.55,8700.00,125.07,8461.00,100.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,219954.00,104.47,,10-Feb-18,7-Feb-18,6,83365.00,163421.00,7499.00,11110.00,0.00,0.00,0.00,0.00,0.00,0.00,265395.00,77891.00,96.36,155506.00,105.98,3557.00,94.87,9543.00,69.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,246497.00,101.36,,,
