,Guwahati Auctions During 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guwahati Auctions During 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,,,,Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,,
,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Kangra Dust,Darj Leaf,Darj Dust,Green Leaf,Green Dust,Total Offer Kgs 2019,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Kangra Dust,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,,,,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Kangra Dust,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Kangra Dust,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,
,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2019,Avg Price 2019,,,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2018,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2018,Avg Price 2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Jan-19,2-Jan-19,1,3973489.90,1860582.00,16778.30,1603.80,0.00,0.00,0.00,0.00,884.60,0.00,5853338.60,2915062.10,130.37,1183788.30,131.77,14052.40,192.35,1603.80,65.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,366.00,404.22,0.00,0.00,4114872.60,130.98,,6-Jan-18,2-Jan-18,1,5198365.30,1531555.60,26246.40,397.70,0.00,0.00,0.00,0.00,1055.10,0.00,6757620.10,3150856.70,128.89,1207534.50,141.91,19086.40,188.23,397.70,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,906.80,171.25,0.00,0.00,4378782.10,132.74
12-Jan-19,9-Jan-19,2,4230594.70,2128804.30,13276.50,777.00,0.00,0.00,0.00,0.00,2833.10,0.00,6376285.60,3101729.90,127.58,1409931.20,127.57,11245.80,188.64,272.80,82.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1380.90,166.97,0.00,0.00,4524560.60,127.74,,13-Jan-18,9-Jan-18,2,4812958.20,1725186.10,54922.10,3628.30,0.00,0.00,0.00,0.00,821.30,0.00,6597516.00,2838329.80,121.64,1274111.70,136.90,34351.00,150.91,3110.70,91.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,787.30,101.78,0.00,0.00,4150690.50,126.54
19-Jan-19,16-Jan-19,3,3048419.46,1670230.50,10286.50,3594.80,0.00,0.00,0.00,0.00,2125.60,0.00,4734656.86,2333414.36,124.31,1079334.20,121.18,6874.40,202.42,535.20,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1822.70,282.08,0.00,0.00,3421980.86,123.55,,20-Jan-18,16-Jan-18,3,4370115.00,1548641.05,30770.60,595.20,0.00,0.00,0.00,0.00,1462.10,0.00,5951583.95,2359481.90,116.11,1108180.85,130.16,18815.30,133.28,595.20,52.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1197.60,102.58,0.00,0.00,3488270.85,120.65
26-Jan-19,22-Jan-19,4,1864793.90,1096237.20,7946.90,2203.00,0.00,0.00,0.00,0.00,1584.00,0.00,2972765.00,1440572.40,124.96,707772.30,122.40,7344.80,142.87,2113.20,60.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1584.00,288.49,0.00,0.00,2159386.70,124.24,,27-Jan-18,23-Jan-18,4,5034510.50,1607044.75,18812.50,2935.90,0.00,0.00,0.00,0.00,581.50,0.00,6663885.15,2492332.80,109.68,1064991.65,117.60,8546.10,140.95,2935.90,84.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.80,211.00,0.00,0.00,3568881.25,112.10
2-Feb-19,29-Jan-19,5,1627640.70,1019244.70,3951.60,3638.40,0.00,0.00,0.00,0.00,1371.20,0.00,2655846.60,1293844.20,123.93,643840.00,119.05,3555.40,251.07,3638.40,72.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,340.00,495.01,0.00,0.00,1945218.00,122.52,,3-Feb-18,31-Jan-18,5,3249857.10,1265007.40,19796.90,4727.50,0.00,0.00,0.00,0.00,3859.10,0.00,4543248.00,1922273.60,105.92,952495.50,113.55,8925.20,119.71,4727.50,77.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2005.10,181.76,0.00,0.00,2890426.90,108.48
9-Feb-19,5-Feb-19,6,987612.70,672432.90,7779.10,635.80,0.00,0.00,0.00,0.00,1809.50,0.00,1670270.00,819203.50,121.62,488144.40,118.24,7163.70,159.69,172.60,109.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1511.50,304.53,0.00,0.00,1316195.70,120.78,,10-Feb-18,6-Feb-18,6,4772907.50,1170850.70,44268.40,2329.60,0.00,0.00,0.00,0.00,539.10,0.00,5990895.30,2849548.50,100.62,868355.80,117.43,34685.60,130.24,2329.60,73.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,496.90,321.86,0.00,0.00,3755416.40,104.79
