,Coimbatore Auctions During 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coimbatore Auctions During 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week ending,Date of Sale,Sale No.,Offer,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,Week ending,Date of Sale,Sale No.,Offer,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,
,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Darj Leaf,Darj Dust,Green Leaf,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Darj Leaf,,Darj Dust,,Green Leaf,,,,,,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Darj Leaf,Darj Dust,Green Leaf,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Darj Leaf,,Darj Dust,,Green Leaf,,,,,,
,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2013,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2013,Avg Price 2013,,,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2012,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2012,Avg Price 2012,,,
5-Jan-13,4-Jan-13,1,202985.00,315287.30,9262.00,2802.40,0.00,0.00,0.00,0.00,530336.70,197414.00,98.23,290063.30,99.26,4844.00,102.95,2802.40,92.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,495123.70,98.85,,7-Jan-12,6 Jan 12,1,126595.00,251387.10,16032.00,22406.50,0.00,0.00,,0.00,416420.60,108298.00,65.77,226673.80,69.72,12699.00,69.52,5034.80,58.05,0.00,0.00,0.00,0.00,,,0.00,0.00,352705.60,68.34,,,
12-Jan-13,11-Jan-13,2,232291.00,313037.90,4715.00,7620.60,0.00,0.00,0.00,0.00,557664.50,172819.00,97.20,266418.10,99.30,1584.00,88.62,7620.60,88.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,448441.70,98.27,,14-Jan-12, 13 Jan 12,2,163290.00,300680.60,13694.00,21010.70,0.00,0.00,,0.00,498675.30,122310.00,64.28,235798.20,70.94,10512.00,73.95,4126.90,58.39,0.00,0.00,0.00,0.00,,,0.00,0.00,372747.10,68.70,,,
19-Jan-13,18-Jan-13,3,207822.00,282671.70,4028.00,3240.30,0.00,0.00,0.00,0.00,497762.00,104665.00,94.78,188191.40,97.05,1812.00,89.98,2194.50,90.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,296862.90,96.16,,21-Jan-12, 20 Jan 12,3,131781.00,232788.00,3113.00,9570.20,0.00,0.00,,0.00,377252.20,109169.00,66.69,185044.60,73.25,2315.00,79.44,1203.70,57.54,0.00,0.00,0.00,0.00,,,0.00,0.00,297732.30,70.83,,,
26-Jan-13,25-Jan-13,4,195417.00,246922.10,5863.00,7218.50,0.00,0.00,0.00,0.00,455420.60,165942.00,95.90,216858.60,98.04,4965.00,92.20,6590.60,87.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,394356.20,96.89,,28-Jan-12,27 Jan 12,4,139047.00,247593.60,2858.00,8871.50,0.00,0.00,,0.00,398370.10,85448.00,67.67,174053.00,71.37,1753.00,76.06,585.80,61.28,0.00,0.00,0.00,0.00,,,0.00,0.00,261839.80,70.17,,,
2-Feb-13,1-Feb-13,5,164567.00,219395.00,5292.00,3481.20,0.00,0.00,0.00,0.00,392735.20,141966.00,96.97,204731.50,98.35,2680.00,87.48,2610.40,88.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,351987.90,97.64,,4-Feb-12,3 Feb 12,5,113514.00,239458.10,4258.00,6338.50,0.00,0.00,,0.00,363568.60,82682.00,66.19,190297.10,71.27,4098.00,77.98,2796.20,60.96,0.00,0.00,0.00,0.00,,,0.00,0.00,279873.30,69.76,,,
9-Feb-13,8-Feb-13,6,162609.00,244578.90,5022.00,5712.20,0.00,0.00,0.00,0.00,417922.10,136470.00,96.33,226031.10,98.72,4784.00,95.26,5712.20,83.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,372997.30,97.58,,11-Feb-12,10 Feb 12,6,114440.00,221998.30,8822.00,3731.10,0.00,0.00,,0.00,348991.40,81778.00,66.18,174625.10,72.54,2545.00,85.23,1523.70,61.47,0.00,0.00,0.00,0.00,,,0.00,0.00,260471.80,70.60,,,
16-Feb-13,15-Feb-13,7,157765.00,216790.20,698.00,3911.40,0.00,0.00,0.00,0.00,379164.60,131144.00,96.89,198005.70,98.69,698.00,80.00,2079.80,90.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,331927.50,97.89,,18-Feb-12,17 Feb 12,7,140980.00,227664.30,8261.00,3888.00,0.00,0.00,,0.00,380793.30,108374.00,66.53,167808.30,71.71,2489.00,84.69,1194.60,60.28,0.00,0.00,0.00,0.00,,,0.00,0.00,279865.90,69.77,,,
