,Cochin Auctions During 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cochin Auctions During 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,,,,Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,,
,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Kangra Dust,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Kangra Dust,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,,,,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Kangra Dust,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Kangra Dust,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,
,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2018,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2018,Avg Price 2018,,,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2017,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2017,Avg Price 2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Jan-18,2-Jan-18,1,75627.00,1020398.20,192596.60,14218.00,0.00,0.00,0.00,0.00,0.00,0.00,1302839.80,59686.00,79.79,925525.20,112.09,152825.00,141.01,9284.00,84.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1147320.20,114.04,,7-Jan-17,3-Jan-17,1,78006.00,1254129.70,223851.00,30831.00,0.00,0.00,0.00,0.00,0.00,0.00,1586817.70,71023.00,103.93,1114446.70,113.81,158618.00,139.03,25697.00,95.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1369784.70,115.88
13-Jan-18,9-Jan-18,2,66691.00,959433.80,181937.80,12933.00,0.00,0.00,0.00,0.00,0.00,0.00,1220995.60,61675.00,85.06,926688.80,118.23,138143.00,152.26,5650.00,81.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1132156.80,120.39,,14-Jan-17,10-Jan-17,2,63030.00,942886.10,188266.00,21458.00,0.00,0.00,0.00,0.00,0.00,0.00,1215640.10,52756.00,107.91,866914.20,116.69,142398.00,142.76,19759.00,95.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1081827.20,119.31
20-Jan-18,16-Jan-18,3,68023.00,998326.30,254331.80,10131.00,0.00,0.00,0.00,0.00,0.00,0.00,1330812.10,58585.00,86.60,893023.00,120.28,168199.00,152.00,7027.00,79.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1126834.00,123.01,,21-Jan-17,17-Jan-17,3,53373.00,890634.40,197418.00,14943.00,0.00,0.00,0.00,0.00,0.00,0.00,1156368.40,52604.00,107.43,854612.50,120.17,128619.00,140.64,13359.00,97.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1049194.50,121.75
27-Jan-18,23-Jan-18,4,63765.00,934534.80,186570.80,8182.00,0.00,0.00,0.00,0.00,0.00,0.00,1193052.60,48906.00,84.66,809179.40,122.55,121647.00,153.91,4506.00,70.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,984238.40,124.30,,28-Jan-17,24-Jan-17,4,63635.00,818730.00,162499.00,15991.00,0.00,0.00,0.00,0.00,0.00,0.00,1060855.00,56379.00,108.17,705040.00,122.52,98044.00,143.11,9849.00,95.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,869312.00,123.61
3-Feb-18,30-Jan-18,5,51353.00,846204.90,145226.60,5588.00,0.00,0.00,0.00,0.00,0.00,0.00,1048372.50,42875.00,90.83,746625.10,124.60,87130.00,147.05,5101.00,79.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,881731.10,124.91,,4-Feb-17,31-Jan-17,5,65548.00,731443.30,133503.00,16417.00,0.00,0.00,0.00,0.00,0.00,0.00,946911.30,45251.00,105.03,690532.80,125.85,90872.00,140.32,16417.00,100.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,843072.80,125.80
10-Feb-18,6-Feb-18,6,48542.00,764510.10,172049.40,11202.00,0.00,0.00,0.00,0.00,0.00,0.00,996303.50,44628.00,90.56,692268.30,126.22,120915.40,140.51,5683.00,80.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,863494.70,126.08,,11-Feb-17,7-Feb-17,6,58333.00,726331.20,127366.00,10696.00,0.00,0.00,0.00,0.00,0.00,0.00,922726.20,50517.00,106.79,696861.20,130.84,79875.00,148.26,7540.00,98.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,834793.20,130.75
