,Cochin Auctions During 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cochin Auctions During 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,,,Week ending,Date of Sale,SR. No.,Offer,,,,,,,,,,Sold,,,,,,,,,,,,,,,,,,,
,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,,,,,,CTC Leaf,CTC Dust,Ortho Leaf,Ortho Dust,Kangra Leaf,Darj Leaf,Darj Dust,Green Leaf,Green Dust,,CTC Leaf,,CTC Dust,,Ortho Leaf,,Ortho Dust,,Kangra Leaf,,Darj Leaf,,Darj Dust,,Green Leaf,,Green Dust,,,
,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2016,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2016,Avg Price 2016,,,,,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Qty in Kgs,Total Offer Kgs 2015,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Qty in Kgs,Avg Price,Total Sold Kgs 2015,Avg Price 2015
30-Apr-16,26-Apr-16,17,75309.00,1079749.20,137425.00,10997.00,0.00,0.00,0.00,0.00,0.00,1303480.20,58148.00,90.06,981140.70,111.34,104288.00,145.28,10190.00,92.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1153766.70,113.16,,2-May-15,29-Apr-15,18,122280.00,1373975.40,118367.00,21958.00,0.00,0.00,0.00,0.00,0.00,1636580.40,83342.50,69.71,1054451.30,97.08,86309.00,139.22,12636.00,66.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1236738.80,97.86
7-May-16,3-Apr-16,18,55202.00,946747.20,105786.00,8725.00,0.00,0.00,0.00,0.00,0.00,1116460.20,45658.00,88.69,877765.50,113.77,86737.00,145.41,6645.00,87.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1016805.50,115.17,,9-May-15,5-May-15,19,87584.00,1303945.10,169831.00,14426.00,0.00,0.00,0.00,0.00,0.00,1575786.10,45492.00,68.30,975575.10,93.52,128771.00,129.91,5989.00,71.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1155827.10,96.47
14-May-16,10-May-16,19,60009.00,969002.70,111700.00,10827.00,0.00,0.00,0.00,0.00,0.00,1151538.70,48935.00,90.74,908275.80,116.88,86051.00,152.13,10581.00,92.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1053842.80,118.30,,16-May-15,12-May-15,20,79064.50,1401451.00,133751.00,17444.00,0.00,0.00,0.00,0.00,0.00,1631710.50,49658.00,68.96,1128117.30,91.91,105940.00,136.17,3806.00,63.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1287521.30,94.59
21-May-16,17-May-16,20,55949.80,868364.10,117884.00,11425.00,0.00,0.00,0.00,0.00,0.00,1053622.90,49564.00,90.73,780446.40,115.47,100193.00,141.80,7027.00,85.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,937230.40,116.75,,23-May-15,19-May-15,21,74574.50,1208900.90,138770.00,14414.00,0.00,0.00,0.00,0.00,0.00,1436659.40,38979.50,74.42,996209.40,91.73,103094.00,132.37,3966.00,71.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1142248.90,94.74
28-May-16,24-May-16,21,43815.80,865922.00,146798.00,11018.00,0.00,0.00,0.00,0.00,0.00,1067553.80,33938.80,93.90,739570.40,115.21,117668.00,140.66,8246.00,89.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,899423.20,117.50,,30-May-15,26-May-15,22,55712.00,1277276.90,197297.00,17442.50,0.00,0.00,0.00,0.00,0.00,1547728.40,26042.00,70.92,985792.50,91.70,145721.00,129.06,7596.50,72.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1165152.00,95.78
4-Jun-16,31-May-16,22,50073.00,904390.40,119780.00,13216.00,0.00,0.00,0.00,0.00,0.00,1087459.40,44857.00,93.77,771517.60,112.59,104985.00,140.37,12424.00,89.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933783.60,114.51,,6-Jun-15,2-Jun-15,23,65648.50,1278331.00,173830.50,18378.00,0.00,0.00,0.00,0.00,0.00,1536188.00,39558.50,69.81,1125885.20,89.85,150881.50,130.43,15529.00,67.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1331854.20,93.58
11-Jun-16,7-Jun-16,23,39267.00,863345.20,133985.00,7957.00,0.00,0.00,0.00,0.00,0.00,1044554.20,36229.00,92.81,787058.20,115.43,122499.00,149.67,7165.00,96.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,952951.20,118.83,,13-Jun-15,9-Jun-15,24,72209.00,1292843.20,182912.00,18329.00,0.00,0.00,0.00,0.00,0.00,1566293.20,58105.00,72.79,1042645.70,88.52,137867.00,134.26,6363.00,65.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1244980.70,92.73
18-Jun-16,14-Jun-16,24,60142.00,976912.50,174004.00,17072.00,0.00,0.00,0.00,0.00,0.00,1228130.50,59098.00,94.27,893763.60,114.26,145631.00,152.07,17072.00,94.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1115564.60,117.84,,20-Jun-15,16-Jun-15,25,76067.00,1315191.40,217290.00,13507.00,0.00,0.00,0.00,0.00,0.00,1622055.40,44659.00,70.51,1036740.60,87.70,148131.00,125.71,8314.00,62.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1237844.60,91.46
25-Jun-16,23-Jun-16,25,45818.00,1047001.40,208710.00,13527.00,0.00,0.00,0.00,0.00,0.00,1315056.40,19424.00,90.59,430323.00,115.25,110171.00,148.90,5322.00,93.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,565240.00,120.76,,27-Jun-15,23-Jun-15,26,67983.00,1312168.90,200431.00,10075.00,0.00,0.00,0.00,0.00,0.00,1590657.90,49230.00,73.45,1035666.40,87.18,136726.00,131.53,6569.00,64.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1228191.40,91.44
2-Jul-16,28-Jun-16,26,64603.00,1151429.00,202384.00,15649.00,0.00,0.00,0.00,0.00,0.00,1434065.00,2323.00,89.35,332056.20,114.83,2698.00,126.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,337077.20,114.75,,4-Jul-15,30-Jun-15,27,71141.00,1366897.80,204571.00,22369.00,0.00,0.00,0.00,0.00,0.00,1664978.80,55117.00,69.37,1091549.70,89.08,157247.00,122.98,11213.00,64.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1315126.70,92.09
9-Jul-16,4-Jul-16,27,69855.00,1079178.70,207975.00,17469.00,0.00,0.00,0.00,0.00,0.00,1374477.70,0.00,0.00,285711.50,111.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,285711.50,111.72,,11-Jul-15,7-Jul-15,28,71980.00,1307707.60,174025.00,19652.00,0.00,0.00,0.00,0.00,0.00,1573364.60,37773.00,73.49,1077999.90,88.22,142492.00,126.36,3893.00,58.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1262157.90,91.99
16-Jul-16,12-Jul-16,28,68450.00,1052140.50,157891.00,12408.00,0.00,0.00,0.00,0.00,0.00,1290889.50,2358.00,80.42,425751.20,113.33,4232.00,162.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,432341.20,113.63,,18-Jul-15,15-Jul-15,29,70998.00,1212893.60,231221.90,15820.00,0.00,0.00,0.00,0.00,0.00,1530933.50,29659.00,68.63,810583.70,88.46,168399.90,124.50,1759.00,69.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1010401.60,93.85
23-Jul-16,19-Jul-16,29,48241.00,808170.60,130515.00,13225.00,0.00,0.00,0.00,0.00,0.00,1000151.60,6285.00,88.33,359579.40,114.68,7533.00,177.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,373397.40,115.50,,25-Jul-15,22-Jul-15,30,76523.00,1150205.10,191836.00,15914.00,0.00,0.00,0.00,0.00,0.00,1434478.10,22677.00,69.81,786862.90,86.20,133004.00,117.99,5891.00,60.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,948434.90,90.11
30-Jul-16,27-Jul-16,30,48240.00,931813.40,197677.00,24608.00,0.00,0.00,0.00,0.00,0.00,1202338.40,42487.00,88.88,728543.60,117.78,129170.00,152.22,6268.00,90.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,906468.60,121.14,,1-Aug-15,28-Jul-15,31,75428.00,985125.60,188188.00,14751.00,0.00,0.00,0.00,0.00,0.00,1263492.60,46198.00,68.88,831129.10,87.08,112586.00,132.52,2067.00,60.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,991980.10,91.33
6-Aug-16,2-Aug-16,31,46111.00,755132.20,136079.00,18126.00,0.00,0.00,0.00,0.00,0.00,955448.20,38526.00,88.01,624156.50,116.64,65548.00,146.07,14950.00,92.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,743180.50,117.26,,8-Aug-15,4-Aug-15,32,78059.00,880209.70,153797.00,15460.00,0.00,0.00,0.00,0.00,0.00,1127525.70,55262.00,66.93,750587.20,88.40,125307.00,117.19,6884.00,54.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,938040.20,90.74
13-Aug-16,9-Aug-16,32,37692.00,882060.85,183515.00,19432.00,0.00,0.00,0.00,0.00,0.00,1122699.85,29189.00,90.61,722734.25,112.72,134880.00,151.59,6957.00,91.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,893760.25,117.70,,15-Aug-15,11-Aug-15,33,65200.00,1020195.80,179786.00,15162.00,0.00,0.00,0.00,0.00,0.00,1280343.80,47040.00,67.82,850076.60,91.55,160346.00,121.38,6053.00,61.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1063515.60,94.83
20-Aug-16,16-Aug-16,33,61608.00,1022363.70,197899.50,18494.00,0.00,0.00,0.00,0.00,0.00,1300365.20,44155.00,88.87,839708.00,112.90,148669.50,148.09,10166.00,85.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1042698.50,116.63,,22-Aug-15,18-Aug-15,34,64034.00,1066367.40,207647.00,12550.00,0.00,0.00,0.00,0.00,0.00,1350598.40,34540.00,69.56,815501.20,92.21,165134.00,124.06,4442.00,59.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1019617.20,96.46
